Person,Text,Date
Mentor commented at,"11:00PM December 25 
Merry Christmas Mentee! I hope you had some great celebrations with your family today! I went home for the holidays as well with my younger sister. I'm really honoured that you think so highly of me and you're really just such a great person to talk to. I would love to stay in contact even after the program is over! I believe we're allowed to just keep talking on here aha. Definitely keep me updated on what's going on and I'll let you know where I end up too! Once again, I hope you have an amazing Christmas break :)",11:00PM December 25
Mentee commented at,"3:29AM December 25 
MERRY CHRISTMAS MENTOR! 
I hope you have an amazing christmas and a happy new year too! Hopefully you have the opportunity to see your family! My brother is home for the holidays and it's the best when he's here. 
During Chrisrmastime I often find myself thinking of gratitude. Gratitude in the people around me, and the people who have been positively influential on me. People who have had an impact on me. People I look up to.
I don't know you very well, because i'm not allowed to lol, but you are still one of the coolest people I know. It probably doesn't seem like it but I look up to you in many ways. You are a very amazing person. Keep being you!
Thats all I wanted to say lol. Have an absolutely amazing Christmas! :)
PS: I'm absolutely 100000% down to stay in touch after my semester ends. I find it absolutely bizzare for someone to talk to someone regularly and then just completely cut off ties with them and never ever talk again??? That's insane. I don't know how anyone could do that and it wouldn't hurt, like jeez. I'm sure i'll spontaneously text you if something interesting happens. PLUS I need to know where you end up in 4 months lmao. AND I need to tell you about my first year of university! I'll probably ask you for advice on random things too. You gotta tell me about stuff too! 
Anyways...for like the 100th time Merry Christmas, ur the best.",3:29AM December 25
Mentor commented at,"12:10AM December 23 
Sounds good, I've opened up the Paying for School Unit! Unfortunately once the semester ends (I believe at the end of January), you won't have any more E-mentoring assignments to do. However, we can still remain in contact on here if you'd like! There's no problem in continuing to talk about school, advice, etc. even after the program is over :)",12:10AM December 23
Mentee commented at,"10:27AM December 21 
Hmmmmm how about the paying for school unit. None of the units we have left sound too intriguing, but I don't want Ementoring to end 😭. What happens when the semester ends???",10:27AM December 21
Mentor commented at,"12:40PM December 15 
Hi Mentee!
Promise I will get back to you tomorrow once I'm done this exam haha.",12:40PM December 15
Mentor commented at,"5:01PM December 12 
No worries! I'm studying for finals right now too so I might be a little slow to respond.",5:01PM December 12
Mentee commented at,"10:16PM December 10 
Hi Mentor, 
As per my usual routine, I am supposed to write to you on Sundays, and although I had all the time in the world to write to you today, I admittedly forgot and spent the entire day procrastinating not just ementoring but also all my other assignments and my chemistry unit test which is tmrw. I'll try to get back to you tmrw night. I've got a few big projects due this week.  
SO SORRY THOUGH AHHH",10:16PM December 10
Mentee commented at,"7:59PM December 3 
HELLO! 
You are literally the kindest person to exist! Thank you for checking up on me! I will sit down and do the next unit right now. I'm finally free.",7:59PM December 3
Mentor commented at,"7:28PM December 3 
Hi Mentee! 
How's it going? No worries if you're still pretty busy, just wanted to check up on you!",7:28PM December 3
Mentor commented at,"12:26AM November 25 
Hi Mentee,
No worries at all once again! I was incredIbly busy this week as well and probably will be until the end of this year haha. GOOD LUCK ON YOUR PERFORMANCE!",12:26AM November 25
Mentee commented at,"7:28PM November 24 
Hi Mentor, 
Opening night is this coming thursday and rehearsals are pretty much everyday all day lol.
I'll try to get back to you before the end of this weekend. I absolutely have to because I might not be able to this coming week at all. 
Hope you have a great weekend though!",7:28PM November 24
Mentee commented at,"10:27PM November 17 
I honestly have no clue...My teacher hasn't said anything but I mean let's just do it lol. I'm pretty sure she said we could choose after adulting. We can do career exploration for sure! Let me know when you open it. 
It's funny actually and I kinda feel bad cause like majority of my class hates the E-Mentoring thing lol. I am so excited to read your messages all the time and then all I ever hear is my classmates just dreading and complaining about it. I feel bad for the mentors that just don't get responses...THATS SO UPSETTING. Are any of your friends mentors as well? Also I don't think I ever asked you why you chose to do E-Mentoring!",10:27PM November 17
Mentor commented at,"11:13PM November 15 
LMAO NO WORRIES, I completely forgot to mention that I ended up deciding to just pull for Baizhu as well since Furina really needs a healer and I got him in another 20 pulls ahah. I swear Hoyoverse just makes it easier to get characters if you already have a lot of pulls saved, because there's no way I would have been this lucky if I had exactly that many pulls.",11:13PM November 15
Mentor commented at,"3:23PM November 8 
Hi Mentee!
No worries at all, take all the time you need! I think it's a really busy time for everyone right now haha.",3:23PM November 8
Mentee commented at,"3:22PM November 8 
Hi Mentor, 
This week has been absolute chaos. I have constantly thinking about responding but haven't made the time or effort to do so. There is a long weekend coming up so if I don't get back to you before the weekend then I definitely will before the weekend is over. I have some exciting news to share and I am looking forward to the new unit. I just need to make some time to write my message!",3:22PM November 8
Mentee commented at,"1:57PM November 3 
Heyoo Mentor, 
I just talked to my teacher and she said that she told all the mentors that after the adulting unit we can choose our unit ourselves. So...wanna do strategic studying?
If you open it up pls send me a message so I notice. Ok bye!",1:57PM November 3
Mentee commented at,"8:47AM November 1 
OKOK Im excited now! No worries though!",8:47AM November 1
Mentee commented at,"4:02PM October 17 
No worries Mentor! Thank you for letting me know though. That's so epic of you.",4:02PM October 17
Mentor commented at,"1:16PM October 17 
HI Mentee!
Sorry I've been slightly busy this week but I will try to get back to you by the end of today!",1:16PM October 17
Mentor commented at,"3:27PM October 5 
Hi Mentee!
No worries, I am literally in the exact same boat as you except I'm applying to post-undergrad programs. I finally managed to submit all of my med apps this week but that just means I need to get started on my grad apps soon 😭.  I honestly did not apply to many scholarships so I have no idea but I applied to a bunch of universities across Canada and even the US so I could definitely give you advice if you need it! It really depends on what you're looking to do in and after uni, because that can heavily affect which programs at what universities you want to apply to. I can kinda speak on some of the engineering and science programs out there. Have you identified some possible subjects you might want to study? Also, I would love to hear about your capstone project when you have time.
Honestly, I have seen so many memes about Neuvillette and am so tempted to pull but I just have to get Furina so I have been saving like crazy. I think I have about 150 pulls saved for her and her weapon so I'm really hoping to get both. I totally agree about the Archon quest, it was absolutely phenomenal and so fun - it's insane to see how far Gneshin has come. I really wish I could play more because I love exploring Fontaine but I have to play on my gaming laptop and I get lazy because I have to sit up and play as opposed to lying on my bed and playing on my switch. What's really funny is somehow I have two Staff of Homas without Hutao and I just use them on my Xiao and Xiangling. I hope you can get it soon too because it is definitely such as broken weapon.
Yes, I will unlock the From Rural to Urban unit and we can get started on that. When it opens up, you'll see a new chat area appear, kinda like the one we're currently using. Try working through the first few tasks and let me know if you have questions regarding anything!",3:27PM October 5
Mentee commented at,3:51PM October 4,3:51PM October 4
Mentee commented at,"3:50PM October 4 
AHHH HI MENTOR,
I have been incredibly busy and definitely stressed too. Everywhere I go and everyone I talk to, all they talk about is university applications and scholarships and bursaries and different programs and AHHH. Then I am doing work on my capstone as well (i kinda wanna tell you about that at some point) but yeah. It's been a week but i'm alive. I'm sure you are wayyy more busy than me especially with applications and stuff. 
I think I wanna start with the rural urban unit. So do I just wait for you to unlock it? Im gonna assume so...
I have been like really overwhelmed about all that responsible stuff and everything I should be doing. If there's any scholarships and stuff that you think I should apply for please let me know. Or if you have any advice or stuff you wish you did or something. I'm also trying to figure out how to write application essays and stuff and I am kinda struggling but I believe. 
Anyways let's talk about less important stuff for a second to be happy. I GOT NEUVILLETTE!!!! AND HES ABSOLUTELY INSANE. I am also 50 pity on the weapon banner and I have like 2 weeks still so that's exciting. Even if I lose 50/50 I should hopefully get staff of homa and I am literally a Hu Tao main so that's a win win for me. I played the 4.1 archon quest and I won't say any spoilers but...HOLYY IT WAS GOOD. Anyways yeah...let's start with the rural to urban unit.",3:50PM October 4
Mentor commented at,"10:02PM September 27 
Hi Mentee!
No problem at all! Don't worry about replying to me immediately, obviously other things can get in the way and you gotta prioritize those first. Also, happy belated birthday! Your friends sound awesome: a hand-crocheted Totoro is so impressive and adorable haha. On the note about graduating: if you make the effort to stay connected, it won't be an issue at all. I have known two of my best friends since kindergarten and we separated back in high school, but I still keep in touch and visit them whenever I can to this day! 
And honestly, with how many similar interests we have, I wouldn't be surprised if you knew about most of my interests at this point hahaha. I am also so excited for this version for Genshin since the new area looks so fun and the Archon quest looks so interesting. I'm so glad you have guaranteed for Neuvillette; I'm saving for Furina and unforunately I do not have guaranteed so I have over 120 pulls saved for her to make sure she comes home ! Hopefully you can get him early and pull for his weapon too because from what I've seen so far he looks absolutely broken. 
And yes, I was referring to Star Rail! It's honestly super fun too but I can see doing dailies for both be slightly annoying haha. It's a slightly less time consuming game in my opinion so that's why I play it on the side. Lastly, another cool thing I did (related to last pic) was go do research at the world's largest particle accelerator over the summer! It's called CERN and it's located in Geneva. Here's a picture of an actual accelerator known as LEIR. 
Also, if you want to get started on one of the modules, you can choose between the following: From Rural to Urban, Career Exploration, and Adulting or 2 other ones of your own choice!",10:02PM September 27
Mentee commented at,9:14PM September 26,9:14PM September 26
Mentee commented at,"9:13PM September 26 
Hi Hi Mentor! 
Sorry I read your message on sunday but I haven't been able to respond. Today is my birthday! So, for my final picture originally I couldn't decide what to do, but then after my birthday I thought i'd share what my 2 of my amazing friends gave me. Both of them really like to crochet so one of them made me a totoro to hang up on my wall (which I absolutely love so much and also she got me totoro chopsticks which was epic) and my other friend crocheted me a little no-face plushie from spirited away (which I also ABSOLUTELY love and it lives on my bed now). Anyways yeah, I just chose these pictures because i'm happy and really grateful for my friends. I don't have many friends but the ones I got are real ones and I love them lots. They are amazing people and I am kinda scared to graduate cause what if I don't keep in touch with them. I will definitely miss them all. 
Ok let's stop being emotional...How about we talk about the fact that YOU PLAY GENSHIN! Right when I thought we couldn't have more things in common. I also play genshin! I wouldn't say I mean anyone in particular but I have a great hu tao build, ayaka build, and raiden build too. Neuvillette came out today (ON MY BDAY) and right after I write this message i'm gonna go wish for him. He's guaranteed for me because I lost 50/50 on lyneys banner ( I GOT DEYHA :( I want to cry) So I really hope I have enough primos to get neuvillette hopefully I get him early. Anyways fontaine is absolutely amazing. Have you had time to play the archon quest because so far it's absolutely insane.
On the other hand, when you say honkai you mean star rail right? I downloaded it when it came out and I know that it's quite popular now but I just haven't gotten around to playing it at all yet which is kinda sad but having to do daily commissions for 2 games at the same time everyday is kinda annoying and I kinda wanna just play one game at a time. But, I heard the game is absolutely awesome! 
Now, let's talk about the picture you sent...THAT IS THE COOLEST THING EVER. Like, I understood absolutely nothing in the picture but working at a project for Canadas particle accelerator is like the most inspiring thing ever. You are actually so cool. That is definitely something that I would wanna learn more about in the future.",9:13PM September 26
Mentor commented at,"11:39PM September 24 
Hi Mentee!
I also tend to sleep super late haha even on weeknights. Honestly it is so impressive that you're part of a local band, I couldn't even imagine doing that because I have absolutely no affinity for music haha! I totally get your mom's frustrations but I bet she's super proud of you too. It's super cool that you're so passionate about music as your hobby, sometimes I feel like I seriously have no hobbies outside of gaming.
I am definitely planning on getting back to Tears of the Kingdom eventually, but currently I am very preoccupied with a different game (Genshin/Honkai) and a lot of applications as I am graduating university this year. Super excited to head to Gerudo town after!
Also, you are definitely allowed to talk really informally! I'm not your teacher or anything ahha, just a fellow student who happens to be a couple years ahead in life. I'll let you know if there's anything that is off-limits but trust me hobbies and interests are definitely not part of that!
For my next photo, I chose a photo of the current research project I'm working on, which is called DarkLight. It's basically a machine that is trying to find evidence for dark matter! The project is based at TRIUMF, which is Canada's particle accelerator, right beside UBC. If you ever decide to visit, you could totally go on a tour there!",11:39PM September 24
Mentee commented at,"12:28PM September 23 
I have the send the picture separately because I think the message might be too long lol",12:28PM September 23
Mentee commented at,"12:27PM September 23 
Hi Hi Hi,
 
As I am writing this it's 1:41 am but it's friday night so it's acceptable...Okok here's the next picture I chose. It's a picture of my new drum kit I got this summer. This corner is very special to me. I call it my drumming corner. It's like my happy place, I just hop into this corner and vent all my frustrations on my drums. I like to say it's a healthy way of dealing with stress...but my mum would say otherwise because I often give her headaches from drumming so loud. 
 
Anyways...I chose this image because once again it expresses how important music is in my life. When i'm not playing music, i'm listening to it. My life revolves around music. I am the drummer for my highschool concert and jazz band, I am part of a local band in my town called The Ring System, and also our highschool does an annual musical for the community and we are very well known for it...Last year on opening night we had a full house! I am also the drummer for the pit band for our annual musicals. 
 
Now let's talk about the epic stuff. You need to find the time to play more tears of the kingdom...it's literally the best game ever! Also, I absolutely love your ghibli soundtrack choices. I approve. Castle in the sky is absolutely godly. And, yes I also get distracted by lyrics so instrumental is always so nice to listen to (especially when you are emotionally attached to some of the songs and they really make you get in your feels). 
 
Oh and also I had a slight concern. I was gonna ask if it's okay for me to be talking like this. Am I allowed to talk to you so informally like this and ask about silly things that I find interesting? I don't wanna get in trouble for accidentally doing something i'm not supposed to. I watched the video and did the quiz and I know the important dos and don'ts but if I ever do something i'm not supposed to please let me know because it's not intentional. I'm just really excited and have so many questions because you are genuinely so cool and I can't wait to get to know you so we can be epic friends!",12:27PM September 23
Mentor commented at,"5:32PM September 22 
Hi Mentee!
This is actually so cool, we share so many interests! I also started playing Tears of the Kingdom over the summer but unfortunately got a little too busy so I only got through 2 of the bosses so far (currently trying to finish the Goron boss).
It's also so cool that you love Studio Ghibli music because I really like it too! I think my favourite are probably Merry Go Round of Life from Howl's Moving Castle, A Town with an Ocean View from Kiki's (but honestly the entire soundtrack from Nausicaa and Sky Castle are phenomenal). I usually can't listen to music when I'm studying because I get so easily distracted by the lyrics, but Studio Ghibli music and classical stuff works since they're instrumental!
The photo I chose is this new habit I recently started where I am trying to record my mood everyday just to see how my life changes day by day. It also encourages me to reflect on what happened everyday which is really nice. I tend to write down some notes as well so I can summarize quickly the important things that happened that day so hopefilly I can be reminded of it in the future when I look back at the entry!",5:32PM September 22
Mentee commented at,"2:54PM September 21 
For this first image, I chose a picture from my Apple Music replay. It is a screenshot of the original soundtrack from the Studio Ghibli movie: Princess Mononoke. The reason I chose this image is because it symbolizes the impact that music has on my day-to-day life. Music means a lot to me. As you can see, I have listened to this ost many many times. When I am doing homework, or want to relax, my go-to thing is listening to classical music and soundtracks. That type of music really helps me focus and just makes me happy.",2:54PM September 21
Mentee commented at,"2:31PM September 21 
Hi Mentor! Nice to meet you! My name is Mentee. I am super excited to be working with you for the following months. I read your profile and I was squealing with excitement. You are so incredibly talented! There are so many things I need to know right now. The Chinese instrument you play (I forgot the name but I have seen it in videos before) is so cool. Also, you have a Nintendo Switch! I have one too! The most recent game I played was The Legend of Zelda: Tears of the Kingdom. Anyways moving on....I am going to start the first assignment assigned by my teacher. She has asked me to choose between the photo swap and the poem assignment. I have chosen the photo swap option. I am going to send each image separately and include a few-sentence explanation because I am MOSTLY sure that is what I am supposed to do.",2:31PM September 21
Mentor commented at,"9:16PM September 20 
Hi Mentee!
I am your mentor Mentor! I am currently a 4th year student studying Physics at UBC. I noticed that you have an avid interest in math and science; I used to also study math and am still pretty knowledgeable about that major so let me know if you have any questions! It's also really cool that you're into teaching as I have also been teaching for many many years (in mostly math). 
Let me know which unit you would like to work on first and I'll open it up. I look forward to working with you over the next few months :)
Start here",9:16PM September 20
