Person,Text,Date
Mentor commented at,"2:52PM March 8 
Hey Jen! Finally replying on time loool
Wow, that must be some cold. It’s been here for so long. Hopefully, it’ll be gone sooner than later. I remember my sister had a persistent cough for nearly half a year. Luckily, it’s healed now but my mom and I were wondering wtf was going on. 
She said it was cause people at school were constantly sick so she kept catching the same cold over and over again. 
Did you also watch Powerpuff girls? Or Danny Phantom? Icarly? 
Yeah, I think milk products are bad for cats (despite shows always showing them drinking milk). It wasn’t like a little bit or anything but the lady kept going back with spoonfuls of cake. Plus, their cake box was covered in cream and the cats were eating out of that. 
It was kinda awkward cause, in my friend’s review, the owner replied and kinda blamed us? Saying we should’ve protected the cats. We did try to stop them and we told an employee after but they kept doing it. 
Did you watch Dune yet? I’ve been seeing the popcorn bucket everywhere lol. Are you planning on getting it? I’m going to the theatre on Sat to watch Kung Fu Panda 4. 
What have you been up to recently? For me, I decided I wanted to get back into writing. I’ve been working on a short story and, if it turns out well, I might try to get it published!
Song of the day: Overwhelmed by Royal & the Serpent. 
Thank you!! I hope you have an amazing weekend : D",2:52PM March 8
Mentee commented at,"6:40PM March 5 
Hey Jen! Thanks for your patience again lol. I had an exam this week, one next week, and another one after that : ( I swear, I was gonna reply on Thursday. I looked at the calendar and it was somehow Friday already then, I accidentally fell asleep and here I am ahhaha. My mom went back to her hometown to visit her grandparents so I’ve been doing all the cooking, cleaning, and grocery shopping. That might be why I’m so tired. I love grocery shopping but it can be so hectic.
A: It's okay I understand, same to you.
Q1: How’s your cold now?
A: Still here to stay for a while lol.
Q2: OMGGG everyone I mentioned Miffy to never watched it other than my one friend lol. I mean I also really liked watching Pengu.
A: ROFL, you just unlocked another childhood memory of mine :D Thank you!
Q3: How was the dinner? I went for dinner at the Japanese place and wow it was expensive. Since it was a tapas, you were supposed to order a lot of smaller dishes and share them. We did but the portions were so small while they were also expensive. I was still hungry when I got home. Also, I got a drink and it ended up being like $18 for one.
A: It was good. Sounds expensive!
Q4: When I went to the cat café, I saw some people feeding the cats their cake. After our hour was over, I told the employee and I saw her telling the owner when I left. Later, someone I know who works there reached out to me because they saw it was me in the security videos. I asked why he knew and he said he watched them because someone left a really bad review. I checked google reviews and omg the girl I went with wrote a very long review with lies about how the cats were matted, the employees could see the person feeding the cats cake (they couldn’t), and how when we told them about it, they didn’t care. I had no idea she was going to write this. I’m not close with her either so I didn’t know how to bring up the review. Kinda awkward.
A: WAIT WHAT? Isn't cake bad for cats if my memory is correct? Eghhh, that doesn't sound good.
Q5: Yeah! A balayage is always classy. Everyone I know that dyes their hair for the first time end up making it a habit lol
A: Haha lol
Q6: Uhh there’s also urban outfitters but I feel like the clothes don’t fit my style well. They’re a little too grunge? There’s oak and fort but tbh I feel like the quality isn’t good and the style is too oversized for me. H&M can be ok but I tend to avoid it cause I used to work there ahah. Flashback to my retail days. It takes me like 40 min to get downtown, so I don’t go often. I guess there are more stores in that mall but it’s all super expensive stuff. Brands like Maje, Canada Goose, Kate Spade, etc. Luxury stores. I’m not too into luxury clothing.
A: Lol, I get it. Everyone tends to have different styles that appeal to them.
Song of the day: ""Diamonds"" by Rihanna
Have a great rest of your week and don't stress yourself too much! :D",6:40PM March 5
Mentor commented at,"1:09AM March 2 
Hey Jen! Thanks for your patience again lol
I had an exam this week, one next week, and another one after that : (
I swear, I was gonna reply on Thursday. I looked at the calendar and it was somehow Friday already then, I accidentally fell asleep and here I am ahhaha. My mom went back to her hometown to visit her grandparents so I’ve been doing all the cooking, cleaning, and grocery shopping. That might be why I’m so tired. 
I love grocery shopping but it can be so hectic. 
How’s your cold now? 
Yeah! A balayage is always classy. Everyone I know that dyes their hair for the first time end up making it a habit lol
Uhh there’s also urban outfitters but I feel like the clothes don’t fit my style well. They’re a little too grunge? There’s oak and fort but tbh I feel like the quality isn’t good and the style is too oversized for me. H&M can be ok but I tend to avoid it cause I used to work there ahah. Flashback to my retail days. 
It takes me like 40 min to get downtown, so I don’t go often. I guess there are more stores in that mall but it’s all super expensive stuff. Brands like Maje, Canada Goose, Kate Spade, etc. Luxury stores. I’m not too into luxury clothing. 
OMGGG everyone I mentioned Miffy to never watched it other than my one friend lol. I mean I also really liked watching Pengu. 
How was the dinner? I went for dinner at the Japanese place and wow it was expensive. Since it was a tapas, you were supposed to order a lot of smaller dishes and share them. We did but the portions were so small while they were also expensive. I was still hungry when I got home. Also, I got a drink and it ended up being like $18 for one. 
When I went to the cat café, I saw some people feeding the cats their cake. After our hour was over, I told the employee and I saw her telling the owner when I left. Later, someone I know who works there reached out to me because they saw it was me in the security videos. I asked why he knew and he said he watched them because someone left a really bad review. 
I checked google reviews and omg the girl I went with wrote a very long review with lies about how the cats were matted, the employees could see the person feeding the cats cake (they couldn’t), and how when we told them about it, they didn’t care. I had no idea she was going to write this. I’m not close with her either so I didn’t know how to bring up the review. Kinda awkward. 
Song of the day: Hot Mess by Friday Pilots Club (I’ve been listening to a lot of their songs)
Have a good weekend!",1:09AM March 2
Mentee commented at,"5:10PM February 26 
Intro: Hey Jen! Hope you’re still doing well in regards to your cold. Luckily, the weather is warming up. Thanks for your understanding. Life can be so hectic, sometimes it’s hard to find a time to sit down and focus. Thanks for the pic of the painting! Super sweet of your friend to make that for you. One of my friends was super into clay for a bit so she made us all little animal figurines. It’s not painting but I thought it was nice of her.
A: Still coughing but I'm going to get it checked out pretty soon. (not sure how long it's been since it started). Lol, nice
Q1: Thank you! I got them from a seller from China. They handmake everything according to your nail size. I tried the cheaper ones from the store but they’re always too big for my fingers. Would you get your nails done again? I think, for now, I’ll stick with nail polish. I really like the polish from a brand called Romand.
A: Lol :)
Q2: Ooo I recommend a balayage. It’s easy to take care of cause it looks more natural when it grows out.
A: Lol, balayage it is! (family and friends also suggested it haha)
Q3: We had American Eagle in the mall near me but that also closed down! Ahah I’ll check out Bluenotes. Thanks!  My local mall used to have a bunch of different clothing stores, but they always quickly closed down. Now, in one mall, half of it are jewelry stores. Now I usually check out Aritzia or Zara. I used to go to Topshop before they also closed down.
A: Whoop- that's not good. Is Aritzia and Zara the only good clothing stores nearby? Have you went to any malls downtown if there's any to speak of?
Q4: Are you a fan of Miffy? My friend’s birthday is coming up. She’s a huge fan of Miffy so I got her a bunch of Miffy stuff. Like a phone lanyard, a humidifier, a card, a postcard, a speaker, and a wall charger all Miffy themed : ) Really hoping she likes it.
A: OMGGGG YESSSSSSS! I watched it a lot on Netflix as a kid. It's not there anymore but ahhh the memories.
Q5: Later today, I’ll be going back to the cat café with some other friends. I’m excited to see the kitties again. For dinner, we’re going to a newly opened Japanese Tapas place. I felt bad cause I had to make this reservation and cancel like 3 times cause my friends were busy ahah.
A: Lol, hope you have fun! Me and my family are going out for dinner as well haha
Song of the day: Hang Up by WRLD (feat. SAVOI)
Have a good weekend!
A: Have a great week ^^",5:10PM February 26
Mentor commented at,"2:56AM February 24 
Hey Jen! Hope you’re still doing well in regards to your cold. Luckily, the weather is warming up. Thanks for your understanding. Life can be so hectic, sometimes it’s hard to find a time to sit down and focus. 
Thanks for the pic of the painting! Super sweet of your friend to make that for you. One of my friends was super into clay for a bit so she made us all little animal figurines. It’s not painting but I thought it was nice of her. 
Thank you! I got them from a seller from China. They handmake everything according to your nail size. I tried the cheaper ones from the store but they’re always too big for my fingers. Would you get your nails done again? I think, for now, I’ll stick with nail polish. I really like the polish from a brand called Romand. 
Ooo I recommend a balayage. It’s easy to take care of cause it looks more natural when it grows out. 
We had American Eagle in the mall near me but that also closed down! Ahah I’ll check out Bluenotes. Thanks!  My local mall used to have a bunch of different clothing stores, but they always quickly closed down. Now, in one mall, half of it are jewelry stores. Now I usually check out Aritzia or Zara. I used to go to Topshop before they also closed down. 
Are you a fan of Miffy? My friend’s birthday is coming up. She’s a huge fan of Miffy so I got her a bunch of Miffy stuff. Like a phone lanyard, a humidifier, a card, a postcard, a speaker, and a wall charger all Miffy themed : ) Really hoping she likes it. 
Later today, I’ll be going back to the cat café with some other friends. I’m excited to see the kitties again. For dinner, we’re going to a newly opened Japanese Tapas place. I felt bad cause I had to make this reservation and cancel like 3 times cause my friends were busy ahah. 
Song of the day: Better With by Friday Nights Pilot
Have a good weekend!",2:56AM February 24
Mentee commented at,"5:14PM February 20 
maybe American Eagle is a good alternative?
 And also Bluenotes sounds pretty good too :D",5:14PM February 20
Mentee commented at,"12:34PM February 20 
And please do not share my photos outside of the platform, thanks! My best friend worked hard on it :)",12:34PM February 20
Mentee commented at,"12:30PM February 20 
(And also apologies for the scribble on the right-side corner, it had my best friend's signature so I edited it because I don't know how the platform is with items with signatures on it, hope you don't mind it lol!)",12:30PM February 20
Mentee commented at,"12:25PM February 20 
Intro: Hey Jen! How’s your cold? Hopefully gone. My friend got covid again recently. I was surprised to hear that people are still catching it nowadays. Aww that’s so sweet of your friend. Do you also like painting? Sorry for my late response. I was pretty busy this week. I did two interviews and I went out with a friend to celebrate our grades after our first round of midterms. Since it’s been a while, I decided to put on some fake nails (pic added). Ignore the background lol.
A: Still have a little bit of a cough but otherwise not bad! Yeah, it's MJ (Michelle-Jones so you don't get confused rofl) from the Spiderman triology (and I was pretty much a fan at the time haha) I'll see if I can send the photo, I don't think I should have any problems as long if it's platform-appropriate lol. And as for painting, sometimes (if it's a good day!). No worries at all! I don't message a lot frequently due to life haha.
Since it’s been a while, I decided to put on some fake nails (pic added). Ignore the background lol. The nails were super cute but I found it super annoying to do stuff with. Washing the dishes was a little difficult. So was chopping stuff. Then when I was out, I couldn’t grab my card from my wallet lol. I was worried about them popping off as well even though I used glue. Two did end up popping off before my day was over. After the day was over, I ripped the rest off.
Q1: The nails look gorgeous! And yes, I understand how you felt, I had them done one and while they look spectacular, there was stuff I wasn't able to do (like you said, getting your card out of your wallet) and also they came off within a few weeks.
 Q2: What kind of highlights do you plan on doing? My friend is dyeing her hair soon as well. She’s going for a purpleish colour with a tinge of red and a brown undertone. I want to dye my hair too but with me out of a job right now, I think I might just let my bleached out grow out entirely so I go back to black hair. My friend said I should try bleaching it myself but I’m a little scared. I think I’ll leave it to the professionals.  
A: My best friend recommended me to get warm honey blonde or a balayage :) And yeah, probably better to leave it to professional hairstylers lol.
Q3: I haven’t checked Ardene’s in a while, but I’ll take a look! I remember there used to be a location near me but they closed down : (
A: That sucks :( Maybe try looking downtown or in a local mall? If not Ardene, maybe American Eagle is a good alternative? (my best friend told me about it)
Song of the day: Sunflower, Vol. 6 by Harry Styles
(I am sending the photo of the painting, let me know if you get it :) If not, then I am most likely waiting for approval or didn't get approved but we'll see lol, or I might have to send it seperately again)
Have a good weekend!
A: Have a good rest of your week ^^",12:25PM February 20
Mentor commented at,"5:10AM February 18 
Hey Jen!
How’s your cold? Hopefully gone. My friend got covid again recently. I was surprised to hear that people are still catching it nowadays. 
Aww that’s so sweet of your friend. Do you also like painting?
Sorry for my late response. I was pretty busy this week. I did two interviews and I went out with a friend to celebrate our grades after our first round of midterms. Since it’s been a while, I decided to put on some fake nails (pic added). Ignore the background lol. 
The nails were super cute but I found it super annoying to do stuff with. Washing the dishes was a little difficult. So was chopping stuff. Then when I was out, I couldn’t grab my card from my wallet lol. I was worried about them popping off as well even though I used glue. Two did end up popping off before my day was over. After the day was over, I ripped the rest off. 
I haven’t checked Ardene’s in a while, but I’ll take a look! I remember there used to be a location near me but they closed down : (
What kind of highlights do you plan on doing? My friend is dyeing her hair soon as well. She’s going for a purpleish colour with a tinge of red and a brown undertone. I want to dye my hair too but with me out of a job right now, I think I might just let my bleached out grow out entirely so I go back to black hair.
My friend said I should try bleaching it myself but I’m a little scared. I think I’ll leave it to the professionals.  
Song of the day: Hadn’t met you by lil ghost. 
Have a good weekend!",5:10AM February 18
