Person,Text,Date
Mentee commented at,"10:47AM February 2 
Hello,
These past couple of weeks have been super hectic (hence the delayed reply).
First, the joke with the flowers was so funny, I showed it to my roommates the moment I read it and they enjoyed it too.
About the UBC thing, looks like I'm going to be interning at UBC this summer! The person I knew put me in contact with a graduate student working on finishing her thesis so I'll be helping her with some of the daily tasks. Am I looking forwards to the two-hour transit commute every day? not really but it will be a good time to catch up on reading I guess?
Fencing has always seemed so cool to me, my school has a fencing club that I understand to be quite popular. Have you had any more lessons? I'm left-handed and I've heard I have an advantage in most combative sports because people will typically train against right-handed people and won't expect hits from left hands to be as strong. I read once that the fact that most of our population has been right-handed for an extended period without fluctuations in left and right dominance could be an example of how humans can survive without hand-to-hand combat. Because left-handed people have the advantage of surprise so they would beat all the right-handed people, and the population would become predominantly right-handed and keep flowing between the two sides. This theory is of course dependent on genetics being the main way handedness is determined. They do say that left-handed people are more likely to die earlier and get injured in more accidents. This is a valid point because it is definitely a right-handed world out there. Let's just say whoever created left-handed scissors deserves an award.
I don't think we've done the self-care action plan so we can move on that. This is something I've been somewhat working on in counselling because I'm not really one to relax. She told me today that at younger ages we're not really designed to be able to sit and relax for long periods and trying to get yourself to sit still and be calm can be like trying to get a puppy to calmly lay next you. Once our metabolism starts to slow down (typically later in life) it becomes easier to be calm and relaxed. 
Self-care action: taking time to unwind before bed 
How will I make it part of my life: I've been trying to get better at relaxing and unwinding for a while. My counsellor suggested I try using other parts of my brain that aren't focused on logic and processing information, she suggested I listen to more instrumental music while doing something mindless with little-to-no structure. 
Self-care action: Keep my room more organized 
How will I make it part of my life: Idk because I'm an organized person but when I get supper busy it's easy for things to pile up. But it doesn't make me happy to have my binders spread out all over my desk so I need to think of a new system.
Self-care action: moving in gentler ways. 
How will I make it part of my life: I spend a lot of time at the gym lifting weights, running, and biking. All that stuff is great but it can be demanding physically to constantly be putting myself through that physical stress. Therefore, I want to incorporate more gentle movements such as yoga and stretching into my routine to help myself recover. 
I'm going to answer the mentor questions too because why not?
How do they prioritize self-care? What tips do they have? 
You need to work on understanding yourself, your routine, and your habits before you can go and change them. Working to understand what makes you feel good and what doesn't can help determine where you need to make changes. Nothing is one size fits all and though stuff like going to the gym, reading, meditating, and journalling has been helpful that may not be the case for everyone. I am a firm believer that self-care encompasses more than the mainstream idea of self-care (bubble baths, candles, face masks), though those are great they don't fulfill your baseline needs. Making sure you're eating nutritious food that also makes you feel good is self-care, moving your body is self-care, allowing yourself to feel things (this is where I slip up) is self-care, and being able to remove yourself from bad situations is self-care.
Can they share any time management tips? 
The concept of a mandatory minimum (Knowing what's the minimum amount of time you need to do a task and making sure you designate that time to it.) This can include tasks like doing laundry, completing assignments, and whatever else might be needing to be completed. It makes it easier to schedule your time.
How has the way they approach self-care changed now that they’re an adult? 
It's become less fancy. Self-care is about making sure I'm able to first survive and then thrive. ​​​​​​​ 
What self-care challenges should you be prepared for upon entering post-secondary and adulthood, and what can you do to overcome them? On the other hand, what’s easier about self-care when you’re an adult and postsecondary student? 
Less time to actually take care of yourself.
Having set tasks you do regularly and making taking care of yourself part of your routine.​​​​​​​ 
Do they have any tips on breaking bad habits that lead to poor self-care? (habits like, e.g., eating fast food every day for lunch because it’s cheap and easy, staying up too late because you’re watching cute dog videos, being a workaholic, etc.) 
We usually do such habits because they're easy. You need to make it easy and enjoyable to do good things. For instance, watching TikToks late into the night is probably revenge bedtime procrastinating, making going to bed an enjoyable experience. Listen to music or podcasts (I like Sawbones it is about medical history). Also having snacks that are easily accessible that are nutritious. It's also good to lower the bar. Imagine trying to jump over a 5ft bar with no practice. It would be almost impossible, you'd get discouraged and give up. What about stepping over a 0.5ft bar? Seems doable. Habits are the same way. Let's say you want to start going to the gym. Going for 1.5 hours 5 days a week is intimidating. But going for 30 minutes every Sunday? That's doable. Once you get the basic habit down to a routine you can add more to it. Spend more time doing your habit, make it more complicated, etc...
Also, it's okay to slip up. Missing a week at the gym, eating fast food, whatever it may be. Life is more than your habits and routine, being able to pick yourself up and continue where you left off (or near that point) even after you haven't done something for a while is how you build sustainable habits and routines.
Your mentee,
Mentee",10:47AM February 2
Mentor commented at,"4:00PM January 21 
Hi Mentee,
""Imagine not being able to photosynthesize"" LOL it's giving... 
🌺: U hungry
🌸: I could use a light snack
Good luck on contacting the department head at UBC that you met during your science fair! 🍀 While I'm hoping for the best with that contact, as you apply for opportunites with other PI's, remember to keep your a CV/Resume up to date, have a copy of your transcript, and know your reasons as to why you want to research and research ideas you may have swirling in that bright mind of yours! And I respect the hustle - As valuable as experience is, you should get compensated for your work, and thankfully, I think most professors are aware that students need money to live lol. Also a reason to keep your resume up to date so you can just fire them off to where you want to apply and just customize the cover letter or get reference letters, etc.
I did end up signing up for fencing and took my first lesson last Monday! 🤺 The stance you take is something between standing and squatting, where you form a right angle with your feet, depending on your dominant hand. Are you right or left-handed? They say that left-handed fencers have an advantage over right-handed fencers. I think I've heard something similar with tennis players?
Good gravy... 5 courses (8 including labs). But you know what? When you pursue professional studies in the future, being able to demonstrate the ability to balance full work load with high grades will look so favorable. 💪 Keep special attention to maintain your standard of excellence! I believe UVic Masters programs look at your 3rd/4th year grades, but thinking long-term, what if you pursue a Masters at UBC? Out of province? Out of country, even? I guess your best bet is to just continue killing it from first to final year and keep your mind open to all the opportunities ahead! Also keeping in mind possible programs that you don't actually need to complete your degree for (e.g. Certain medicine, pharmacy programs you can apply to in your 3rd year going into 4th!)✨
Bro, here I am, having seen exactly 0 moose and you and your roommate ran into 3 of them. I'M GLAD Y'ALL SAFE THO? BECAUSE THOSE THINGS ARE MASSIVE??? Although your semesters are full, so are your memories :) It really warms my heart to hear how you and your roommates / friends are doing, and although I've always regarded you as mature, I feel like I'm reading about you growing up! 🥹 Not me getting sentimental during mentorship for the millionth time, but I digress... LOL. 
Anything else about self care we care to explore as we continue to look into student research/employment opportunities for you? 
Your mentor,
Mentor",4:00PM January 21
Mentee commented at,"2:24PM January 10 
Hello,
Thank you for sending over some job opportunities! Today I'm hoping to email the person from the science fair I did at UBC who said some opportunities might be available. If I don't get a reply by next week I'll start sending out other applications. I want paid work this summer because life is expensive and I don't want to work for free for 4 months. 
Good deals on groceries aren't a weird flex rn. Prices are insane and I cringe every time I go into a grocery store. 
Congrats on 6 months at your job! That's honestly a pretty big deal. Fencing seems so cool! I did ballet as a kid and it wasn't my favourite thing but I still remember the teacher telling us to make pizza slices with our feet for the first position and telling us to open and close the blind when doing plies. 
My life is going. I have an even heavier course load this semester. I have Functional Anatomy (with a lab), Biology (with a lab), Chemistry (with a lab), Health Care Systems, and English. Basically, eight courses because labs are so much work. I'm currently cringing about my 6:30 pm - 9:30 pm bio lab tonight. 😬
My roommate and I went for a walk this past weekend and ran into three mooses. We didn't stay long to say hello, because that's dangerous but it was quite an experience. We also learned that bathroom mirrors and windows go great with whiteboard markers. So our bathroom mirrors have motivational messages and science jokes on them with some gems including ""Imagine not being able to photosynthesize"" and drawings of the AmongUs characters. Our living room window has a bunch of cyclohexane and benzene on it from the organic chem we were doing last night as well as to-do lists. University life is definitely an experience.
Your mentee,
Mentee",2:24PM January 10
Mentor commented at,"12:38AM January 9 
Hi Mentee,
NOT ME REPLYING ON THE DIS- AND MIS-INFORMATION CONVO TOO LOL. I was looking for the questions you were answering like... Why am I still looking at misinformation for the 2nd month in a row? Okay, let's do this properly, shall we? I'll try the warm-up question with you because why not x2? :) 
Think about the circumstances or situations when you're most and least healthy. Physically? Mentally?
Most healthy - I think you're right that it's not selfish per se, but self-focused? I was a pandemic graduate and now I work from home, so my version of health involves going outside, getting fresh air, and interracting with people outside of a computer screen. I really value maintaining my relationships, and doing things that mean something to me, like building a life I'm proud of.
Least healthy - Similar to you, when I'm super busy and stressed, I tend to let go of things I can ""catch up on"" later. For example, I'll sometimes bring my lunch to my desk so I can keep working instead of taking my lunch outside and reading a book. Luckily work-life balance is very emphasized now a days, and it's encouraged for us to take our breaks, not just because we're entitled to them, but because we need them to maintain a healthy balance.
LOL @ ""I'm already sad"" and continue with their lives. It's giving... Doctor: Have you tried exercising to help with your depression? And the jump rope with your own tears meme.
Create a list of your own ‘warning signs’ that you might be in need of some self care. (Eg: low energy/mood/creativity, often tired, procrastination, irritable, etc).
I can tell it's time for a little TLC when I procrastinate things that I know will make me happy, I stay up way too late (which snowballs throughout the week), sleeping in too much, forgetting to eat, low mood, and just knowing that it's been a while since I took care of myself.
Create a list of actions or activities that you enjoy. What lifts your mood or brings you joy? (Eg: making art, reading, spending time in nature or with friends, etc).*
Self-improvement / growth! Over the last few months, this has meant driving more, but I'm hoping to start going to the gym again to get my body moving (as I work a very, very sedentary role). I love eating delicious food with my friends and family. Doing my skin-care routine. I also like listening to podcasts and videos, especially the types that move me in the direction I want to go in life. I've also heard of ""finding a vacation in everyday"", which has helped me reframe how to enjoy the little things, like grocery shopping and finding a good deal (which like... weird flex, but I found cucumbers on sale for $2 each and bought like FIVE LOL 🥒 ). 
Mentor Q time!
Do they have any tips on getting out of a funk? In other words, what do they do to snap out of it when they’re
feeling low, or not like themselves?
Totally agree with the first step being acknowledging that you're in a funk! I think I have the same answer as you. :) Go back to things that ground you as a person, and give it another go. Before bed, I always tell myself that ""Tomorrow is another chance for a better day"".
How have they navigated managing their mental health while in post-secondary school, and as an adult? Do they have any advice for finding mental health resources?
During post-secondary school, self-validation was important to me. You invest so much of your time and energy into your education, and sometimes the best person to go to when you need support is you. And it never hurts to have things to look forward to, whether that be a hangout with friends after class, or the samosa you packed for a snack later.
As an adult, my schedule is much more predictable, so I can make more time for myself. While self-validation is still important, I like to find effective ways to ""rest"". For example, if work is getting too much, I'll take a quick minute to play a song on the piano to help myself relax and glide across another type of keyboard haha. I believe clinical psychologists or other mental health professional services are covered under benefits (will need to check that), so that could also be an avenue to explore.
What mental health challenges should you be prepared for upon entering post-secondary and adulthood, and what can you do to overcome them? On the other hand, are there any mental health benefits to being a post-secondary student and adult?
I'm again reminded why we were a match made in e-mentoring heaven, because same. Whenever I go through periods of mental hardship, I think back to when I experienced significant loss. Nothing truly compares to that distress, especially living through it and going through the aftermath. I literally thought this a few days ago too, ""If I can survive that, I can survive this"". 
But typical challenges that one should expect upon entering post-secondary / adulthood can be: Peer pressure, societal pressure, pressure to succeed, making ends meet, creating and maintaining relationships, making time for oneself, failing (especially when others are impacted by your decisions), what's to come next in terms of career
Mental health benefits to being a post-secondary student and adult: Dependable schedule you can choose (students choose their courses and adults choose a job with hours that work for them), maturity is hopefully easier to come across in people, having time to build a life outside of being an adult
What tips do they have on maintaining overall good mental health?
Whoa, you covered all the bases and then some LOL. I'm not sure what else I could add to your A+ answer... But I guess mindfulness? Like how you said mindset can make you or break you, it's all about perspective. Anxiety can be a challenge, but socializing however you're comfortable, and moving around to get your endorphins released. Doing things that contribute to your life but don't dig you in a deeper hole, like how scrolling on social media for hours is such an addicting time sink, that you sometimes feel worse because of how much time you spent on your phone looking at mindless things. 
Work situation: The end of this month marks my 6 months in this role! I still think back to the bridge I burned having to make this decision, but I come to peace with it everyday, knowing I made the best choice for myself. I don't regret it. I hope you never have to be between a rock and a hardplace like that was for me, but there will come times in life where you just have to make a choice and accept the consequences of that. Improving your decision-making is a life-long skill.
Life wise: Because I'm closing in on 6 months, I'm feeling comfortable to start exploring new hobbies outside of work hours. As you know, I do mentorship, but I was thinking of also volunteering at our local homeless shelter. Recreation wise, I've been getting ads for introductory fencing and ballet, so... Catch me having crazy footwork in the coming months once I look into them more! 🤺 🩰 
How about yourself? How goes things?
Your mentor,
Mentor",12:38AM January 9
Mentee commented at,"4:51PM January 2 
Hello again, 
I just realized that I sent my last message in the Dis and Misinformation channel so that's fun.
Alright, I'm going to answer the warm-up questions because why not?
Think about the circumstances or situations when you're most and least healthy. Physically? Mentally? 
I'd say I'm least healthy when I'm super busy and stressed. I tend to let smaller (though still important) things go when life gets super busy. So I might take a break from doing yoga, meditating, etc... stuff that helps keep me healthy and sane
I'd say I'm most healthy when I'm on my own. At times what it takes to be at my best is more on the selfish side (though I don't think selfish really works here). But me going to the gym, taking time to do things for me, and even eating healthier meals, can be slightly annoying for those around me. For instance, I'm happy with each quinoa grain bowls, but my father is not. So it's challenging to have a meal with both want that is healthy sometimes.
Onto the article. I like that getting enough sleep and eating well are considered basics. ""focus on the positive"" isn't always helpful as toxic positivity is a thing, but I get the point.
The “If you smoke marijuana all the time, you will be sad."" line made me chuckle. I don't smoke anything, but I would love to see a poster that says that around my uni. People would probably just say ""I'm already sad"" and continue on with their lives. 
Create a list of your own ‘warning signs that you might be in need of some self-care.  
Procrastinating, going to bed later (revenge bedtime procrastination), not picking my clothes up off my bedroom floor, wanting to scroll on my phone.
Create a list of actions or activities that you enjoy. 
​​​​​​​Going to the gym, reading, food, learning stuff.
Like last time I'm going to answer the mentor questions.
• Do they have any tips on getting out of a funk? In other words, what do they do to snap out of it when they’re feeling low, or not like themselves?
Assess where you're at and start fresh. You need to realize you're in a funk to get out of a funk. Figure out what's causing you're funk -> take a break -> try to get rid of the cause -> start fresh.
• How have they navigated managing their mental health while in post-secondary school, and as an adult? Do they have any advice for finding mental health resources?
Having people around who can help you take breaks is helpful also working to understand when you need to take a break. Sometimes I'll be so done that I'll knock on my roommates' doors and see if they want to do something. 
I started going to counselling once a month, it's free so why not? 
The basic things you can do for your mental health in any situation are good, but it's good to only have a few things you do regularly. For instance, I go to the gym a lot, I do weights and run. When I'm stressed I've learned to go for a run. There is a logical thought process to going for a run (or doing cardio) when stressed because stress triggers the fight or flight response which releases hormones like adrenaline and cortisol. The thing is, 1000 years ago, humans didn't exactly need to deal with finals but they were probably running from something or each other. For me, running is an easy and effective way to give the fight or flight response what it wants. 
• What mental health challenges should you be prepared for upon entering post-secondary and adulthood, and what can you do to overcome them? On the other hand, are there any mental health benefits to being a post-secondary student and adult?
I mean it depends on your life. I'm at a point where my mindset is the troubles school causes me is no match for what I've been through (mostly with my mom dying). Basically, there is nothing school can throw at me that is worse than what I've already been through and if I was able to get through that I can get through this.
Challenges to expect, failing, being afraid to fail, coming close to failing, social issues, relationships, and money problems.
Mental benefits to being a Uni student, free therapy, lots of people having good friends too, and living away from home can be good for a lot of people.
• What tips do they have on maintaining overall good mental health?
keep yourself functioning (eat, sleep, exercise), aka do even when you can't do much do the bare minimum
building up endurance and skills when you're in a good place can help you get out of a bad place. For instance, meditation has short-term and long-term effects. Just because you may not need to have these practices or skills in place in the moment they can really help you in the future.
mindset can make or break you
sometimes if you have low energy, depression, or are really stressed even everyday tasks like showering, eating, or doing your homework can be really challenging but anything is better than nothing. If you don't have the energy to shower can you wash your face? If you can't make yourself a meal do you have a granola bar or some cereal in the cupboard you can have? even better what about an apple (you don't even need to cut it up)? This is where planning ahead can be helpful because you can make sure you have okay food on hand that's accessible. Don't think you can write a research paper? Can you at least set it up? Maybe make a graph?
So what's up with you? How is the work situation?
Your mentee,
Mentee",4:51PM January 2
Mentor commented at,"10:55AM December 11 
Hi Mentee,
Just realized this definitely belonged in the Dis and Misinformation Conversation, but since I already closed that... 😅 imma put it here: When I was browsing social media, I came across an article about Canada minting a new black toonie in remembrance of the late Queen (now Googling it, I also see it on an article as the 'Goth Toonie'... Like who is calling it that?? LOL). Though I didn't click into the article itself, I hit share to DM it to a friend... When suddenly, a text box pops up like ""You're about to share this article without opening it. Sharing articles without reading them may mean missing key facts."" with the options to open the article or continue sharing. I thought that was an interesting measure added to prevent the spread of dis and mis information! I'm not sure if it was always this way, but I can see the intention to get users to stop for a second and think about the news they're consuming.
SO, I totally know it's finals season right now and right after that, you're headed into your winter break until the new year and NEW SEMESTER OMG. When you get back to this message, how did your finals go? How does it feel to be officially done your first sem of uni?! Any plans for your winter break? Look at you go, superstar! ✨💪 Couldn't be more proud of you, my mentee! I know I'm forward-thinking here, but did you have any classes / profs that particularly stuck out to you this semester that you feel comfortable enough to reach out about possible research opportunities? I know you were hoping to get started on research as early as possible, and while I'm not sure the timelines of profs getting research grants (aka money so they can research and possibly hire students), it doesn't hurt to plan ahead. If not, there is also the option to possibly go into a co-op for the Summer sem if you're not taking any classes, which I'd totally be happy to help you with too!
I opened this Self Care Conversation next because finals + starting a new year and new semester + all the while snow is blasting and Mariah Carey is telling us all she wants for Christmas is us for the millionth time is a stressful time! I also went to the dentist the other day, and they were crazy busy and saying tis the season for people to be stressing (i.e. clenching their jaw, grinding their teeth) so take care of yourself and your teeth at this time! 🦷 Breathe, un-tense the shoulders, and relax the jaw. :) 
I'm off to go last minute Christmas shopping for the 4th time 🥲 but let's get started on this convo and our Summer semester thoughts and plans next message!
Your mentor,
Mentor
Well being and self care (Curriculum version 2022-2023)",10:55AM December 11
Mentor commented at,"11:00PM January 8 
Hi Mentee,
Happy new year and welcome back to school + e-mentoring! 💖 Hearing about all of those flights that got stranded in YVR had me worrying if you arrived and came back home safely (which you did, thank goodness). A three hour delay is not cute, but I'm still glad you were able to make it home for Christmas! There was definitely something in the air during that time, and suddenly we were covered in a blanket of snow ❄️ And you know how the memes go, once it snows on the mainland/island, nobody knows what to do lol. I was supposed to go up-island for some site visits, but we turned all of those meetings online because driving up and down the Malahat was a no thank you. It's too bad your break was so hectic, but I bet seeing your friends and family healed you in a different way too! ✨ 
And no, it wasn't just you! Especially the days between Christmas and New Years... They were just... there. Like... What a weird time. But look, we made it to 2023 and we're going to keep making it!
You absolutely rocked first semester, and you took 7 courses, right?! I find that initial transition from high school to university can be quite steep if you're not prepared, because students tend to underestimate the demand and overestimate their capacity. But you finished it gr-ACE-fully (get it... bc you basically aced your semester??? ok I'll stop LOL). Once you establish your routines, study habits, etc., university can be quite straight-forward. Sure, you learn more and the expectations grow as you advance, but there shouldn't be any surprises if you prepare yourself well.
Not me going to UNBC's website to find out why you can't do co-op as a biomed major?! Like why is it on their website if they're just going to be like ""no"" 🫠. But like you said, we're going to make it work:
1. Something that came to mind was FSWEP under the Government of Canada, and doing some clicking on there, I also saw their Research Affiliate Program for students. Just to note though, I haven't gone through FSWEP or their Research Affiliate Program, but when I was at Service Canada, a lady recommended I check it out after hearing I was a university student AKA I don't know what it really offers either. I have worked in a Summer job that was funded by Canada Summer Jobs though, which I believe is a grant with the same requirements through the Government of Canada (i.e. Have to be a full-time post-secondary student, between a certain age range, etc).
2. Checking out your local health authoritities for opportunities you're eligible for and interested in, like a casual or temp position.
3. Literally Googling ""Summer student co-op"" or something along those lines! OMG. I GOOGLED ""BC HEALTH RESEARCH STUDENT"" AND CAME ACROSS THIS? https://www.bcchr.ca/ssrp I think this is totally up your alley! Please look into this and if you want me to double-look into it with you, I definitely will!
4. If I come up with anything else, I'll let you know! But I just wanted to add that it's not necessarily where you work, but how you'll be able to find meaningful connection and gain skills for your future. I didn't have a health oriented co-op 2 out of the 3 times I went on one, which definitely worried me coming from a health focused program. However, I was able to leverage the skills and networks that I developed, and still ended up working in the field that I studied. So keep an open mind for opportunities that are the ""don't judge a book by its cover"" type!
See you in my next message!
Your mentor,
Mentor",11:00PM January 8
Mentee commented at,"4:10PM January 2 
Hello and Happy New Year,
Okay, so I read your message during finals but forgot to reply. On the plus side, I'm back at UNBC from my winter break, I got back this morning. My flight back to Vancouver was an experience. My flight was delayed over 3 hours, and the rest of the flights after mine from Prince George's to Vancouver were cancelled for a few days. I was so lucky to catch the last flight to Vancouver that left before Christmas. For context, I went home on the 18th, which was when that lovely snowstorm hit Vancouver (and the lower mainland in general). I left Prince George when it was -25°C, clear blue sky and sunny, and I arrived in snowy damp Vancouver 😑. Also, my winter break was supper hectic, I had to catch up with friends and family and I only got one day where I didn't have to do anything or be somewhere. I feel like I need another break.
Also, was it just me or did Christmas and New Year just kinda happen? Like they were just normal weekdays for me 🤷‍♀️.
my finals went fairly well actually. My grades were good (mostly A's). I'm happy with my first semester and worried about this semester because I have an extra lab but I'll make it work.
My plan with research is to contact the department head at UBC who suggested I email him after the science fair I did. I'm going to email him this week and I'm hoping I can get in there or somewhere. For some reason, my school doesn't let you do co-op if you're major is BioMed, which mine is. Soooooo I can't do co-op which sucks but I'll make it work. But if you know of any opportunities for students, please let me know. I've been looking at a few places like the government of Canada, and the Health Sciences Association of BC (by looking into them I know they exist but not what they offer).
Thank you for reminding me to unclench my jaw btw 😬.
Your mentee,
Mentee",4:10PM January 2
Mentee commented at,"1:01PM November 27 
Hello,
On the topic of spreading information, I've noticed that everyone in science, whenever we say an uncertain fact we always say ""fact check me on that"" or ""I can't cite my sources to on that"". It's funny how quickly everyone has become so vigilant about where they get their information.
HOW IS IT BASICALLY DECEMBER???
I have finals next week. AHHHHHHH

Anyways, should we move on to another discussion?
Your mentee,
Mentee",1:01PM November 27
Mentor commented at,"11:05PM November 20 
Hi Mentee,
Oh my GOODNESS, look at that snow! ❄️ Thank you so much for sharing those pictures! You know, even with the snow covering most of your campus, I can tell from the infrastructure / architecture that it's so pretty! Something that I really admired about my old university was how nice the campus looked among the foliage and greenery, and I bet UNBC will look just as stunning once it becomes Spring time. (Ps. I love how when I Google image searched ""University of Northern British Columbia"", there was already snow-covered campus pics! I think that's part of Prince George's charm ✨). But you know what's not pretty? Being woken up by the fire alarms LOL. I'm sorry that happened to you twice. It's not even December yet, so I hope they don't wait until it gets even lower in temp or later in night to start doing it a third time 🙃 ... Pls tell me I'm not jinxing it rn. It snowed in Victoria once earlier this month, and you know everyone was losing their minds (including me l o l). 
*GASP*! You did NOT tell me you got into your uni's Model United Nations club executive team, but you just did! So congratulations! Reading that for the first time, I was thinking... 'Wasn't Mentee literally the president of that club in her high school?' AND THERE YA GO. What position are you, if you don't mind me asking? I hope with you now being older and in uni, you'll be able to have a wider reach with the work that you'll be able to do with MUN. 😄 Oh, you know what? I think UVic had something similar for volunteering to be a patient for med students! I'm glad you're giving it a shot and I hope it gives you more perspective on health and the healthcare field. Let me know what kinds of ""illnesses"" you've come down with if you're ever chosen for a case study. 🤪
Onto the questions with the fake news unicorn 🦄:
How much of a role do your emotions play in what you choose to click on and share on social media?
I think as we age, there isn't as much of a need for external validation on the internet. When we were younger, those comments and likes were valuable... But now? It's all about that internal validation, baby! I'm also the same with you, I hardly share anything on social media, because... Frankly, I don't really care. LOL. 🤷‍♀️ I'm here for the memes!
Do you think you are a careful consumer of media content? Have you ever been drawn in by misinformation?
If I scroll past something that piques my interest, I will take the time to verify it myself. How many times have we passed by a headline of a famous celebrity passing away for what seems to be the third time? Misinformation can really draw you in, especially with ""click-baity"" photos and titles - I try to be aware that these are tactics for more views, shock factor, and may not necessarily contain the information they claim to have.
What are your experiences of pointing out misinformation to others? Has anyone ever needed to challenge you for sharing misleading or false information?
Seconding you on older adults. Facebook is not a reliable news outlet, I'm sorry! Lol. I'm sure they mean well, for example, they share an article about foods that help to de-stress. However, it'd be nice to recommend research articles/academic journals/reliable sources that can help support those claims.
How important do you think these critical thinking skills about digital media are for you as a student?
THE CORE COMPETENCIES STRIKE AGAIN LOL. Critical thinking is a valuable skill when browsing digital media, but also extemely valuble just in general, as you said. Being able to move forward without every step explained to the tee, ask ""deeper"" questions, and evaluate the task at hand is going to come in clutch no matter what.
Second set!
How prevalent is dis- and misinformation in their world, as an adult and post-secondary student?
As an ex-post-secondary student, very prevalent. As an adult, very prevalent. Dis-/Mis-information will always exist in our society, especially in a digital world where we will all eventually be ""online."" 
How does the importance of being able to identify dis- and misinformation differ between being an adult/post- secondary student and being a minor?
As a minor, there is probably more leniency due to lack of maturity and knowledge. At most, you probably lose social credibility among your peets. As a post-secondary student, there is risk of losing marks, like you said, because you can't just cite Wikipedia and call it a day. As an adult, I'm sure there are also risks, depending on how dis-/mis-information is a part of your life. I personally don't work in media, but I can imagine the PR nightmare if mishandled and it was your profession.
Where do they get their news and find reliable sources of information?
I get very ""digestable"" news like everyone else, the internet. For fact-checking, I seek databases, academic articles, scientific journals, etc. Sometimes you'll even want to narrow it down to more current events, like news from within the last 5 years, to make sure it's up-to-date and what you're citing is that much more credible.
What are some habits they’ve built that have helped them from getting drawn in by dis- or misinformation?
Avoid click-baity videos that look like ""NOT CLICKBAIT!!! (FOR REAL)"" because they are 1000% click-bait, save your time and brain cells. Try not to mindlessly scroll, because there will be some dis-/mis-information mixed in there that you may not even realize you're subsconsiously consumming (then later, you're thinking... Where did I see that from? Was it true?). Always fact-check, do your own research and if you're sus about it, take it with a grain of salt and see for yourself.
Your responses were great, don't worry! I can't believe it's almost December, and soon the new year...! Keep warm, keep healthy, and keep trying to be the best Mentee you can be!
Your mentor,
Mentor",11:05PM November 20
Mentee commented at,"7:54PM November 12 
Hello!
I'm back. University is busy. I'm doing less of a variety of stuff than I was in high school (fewer clubs, extracurriculars, no job) but I'm still busy. Have I told you I got onto the executive team of my uni's Model United Nations club? At our first meeting, they were like ""we need someone for this position"" and I went up after and was like ""I ran my club's school for this in high school so I can do this"" and the next thing you know here I am. Everyone there is surprised I'm in Health Sciences because MUN is not a very science club but I enjoy it so who cares. 
Another thing, I'm in my school's Health Sciences Student Association and I found out I can be a patient for the med students here. So I'm working on doing that. I guess all the med schools in BC have something like that where you can be a guinea pig for the med students. Seemed cool so I'll give it a shot. 
OMG, do you want to see the snow here!?
View from my dorm
View from the lab building 
The walk back to my dorm
The coldest it's been here was -29°C, which does not as cold as you'd think. What's great is people waited until it was -20°C to start setting off the fire alarms. In the other dorm building, one night they went off at 2:00 am because someone vaped into the hallway smoke detector and another night they went off at 3:00 am because the R.A's craft cupboard caught on fire and set off the sprinklers, flooding part of the first floor. The alarms in my building have gone off twice. Once was a drill but I was in class that same day at 7:00 pm because people had some cooking issues. 
 
Ok, onto the discussion
First, I would like to start by saying I love the unicorn. It's a good symbol of fake news. 
How much of a role do your emotions play in what you choose to click on and share on social media?
Very little. I rarely share anything on social media. I don't post on my Instagram story and I post like one set of photos a year. My ""clicking"" on social media consists of scrolling through reels.
Do you think you are a careful consumer of media content? Have you ever been drawn in by misinformation?
University has made me so vigilant. I've gotten used to doubting stuff and checking sources. I'd like to think I am a careful consumer. 
What are your experiences of pointing out misinformation to others? Has anyone ever needed to challenge you for sharing misleading or false information?
With older adults, it's such a regular occurrence. My habit is to ask them where they got that information and did they fact-check it. People will fight you all the time when you call them out but the moment you pull out a research article that proves them wrong they shut up. 
How important do you think these critical thinking skills about digital media are for you as a student?
noooooo not the core competencies. Critical Thinking is great but writing a self-reflection on your ability to think critically is not great. Being able to think critically is important. Being able to question is important. I feel like no matter what you do being able to think critically is important.
The second set of questions:
How prevalent is dis- and misinformation in their world, as an adult and post-secondary student?
Very. 
How does the importance of being able to identify dis- and misinformation differ between being an adult/post-secondary student and being a minor?
you have more depending on your accuracy. If I spread misinformation in school I lose marks. 
Where do they get their news and find reliable sources of information?
Credible news sources credited scientific journals. 
something I look for from news sources is if they release statements and corrections when they make mistakes. 
What are some habits they’ve built that have helped them from getting drawn in by dis- or misinformation?
questioning everything, fact-checking. 
Ok, I need to go so I'm not sure how great my responses are but I need to go. Have a good week!
 
Your mentee,
Mentee",7:54PM November 12
Mentor commented at,"7:45AM November 9 
Hi Mentee,
""Cite your sources."" LOL. It makes you think that once you're getting up there in the 10s of references and they're taking 2+ pages of your paper, if the prof or TA are even checking that they match... (Spoiler alert: They do lol). I was hoping to pop-in to see how you were doing, and just like the sudden snow, all these midterms came falling down! Best of luck, you absolutely got this! I didn't even know bio papers were a thing, but there we have one. I'll be dropping in to reply to the anchor text + questions later too. :) 
Take your time with this Conversation piece! Mentee first and foremost, then midterms!
Your mentor,
Mentor",7:45AM November 9
