Person,Text,Date
Mentee commented at,"11:22AM November 5 
I am having a little difficulty navigating what do next on the activity circle? should i do that I AM poem thing? 
I promise on my whole life I will respond your message promptly. Again I am so so sorry, I have major adhd and really struggle with responding sometimes. I solemnly swear I will do better!!!!",11:22AM November 5
Mentee commented at,"11:17AM November 5 
I AM SO SO SO SORRY I dropped off the face of the planet for a while. I get your message, mentally respond and then forget to actually respond!!! I am so mad at myself ahh!!! If you don't want to talk to me anymore, i understand because I have not done very well at this. :(
I am really torn right now if I should go like the UVic route or like maybe look into going to a smaller college. I am really worried about being lonely wherever i go, and also coming from a relatively ""small town"" I am also just not used to being around so so many people! 
so you can do a bachelors of psych in science or arts? what is the difference? at this point i can't get into sciences because I don't have the right classes but I have heard you can transfer later if you want, after being accepted into Arts? 
I was also wondering like with the classes, you say there is 8 classes to fill up your first year schedule... is it like going to school 9-3 every weekday or are they structured at different times? and like about how long is each class? They are like lecture format in a big hall with a ton of people right?",11:17AM November 5
Mentor commented at,"10:14AM September 16 
If you're not sure whether you want to major in psychology (or another subject), I would recommend trying out one of the first year classes and see if it interests you enough to take more classes in it for the rest of your degree. I hope that helps :)",10:14AM September 16
Mentor commented at,"10:13AM September 16 
I am glad to hear that you have a close friend you can live with! I think that should really help a lot :)
I really enjoyed majoring in psychology! In first year, we basically just learned a huge overview of all the different areas of psychology. So it was a little bit of everything (e.g., psychological disorders, major theories and who developed them, how research is conducted, some major resesearch studies that have changed the study of psychology, etc.).
For the actual psychology content, it is broken down into two first year classes at UVic. Then there are eight classes left to take to fill up your first year schedule. For the rest of the first-year classes, they will be in other subject areas (e.g., math, philosophy, biology, etc.). If you google ""UVic Program Planning Work Sheet Psychology BSc"" (or ""BA,"" depending on whether you want to graduate with a bachelor of science or a bachelor of arts as the required classes will be a bit different) you can see the different types of classes that will be required.",10:13AM September 16
mentee commented at,"10:16PM September 13 
what do you study as Psychology being your major? like what sort of topics are your classes on?",10:16PM September 13
mentee commented at,"10:15PM September 13 
I am going to work on the module stuff tomorrow.",10:15PM September 13
Mentor commented at,"2:50PM September 3 
I think how hard you find being away from home for the first time will depend on how close you are to your family and how much you like your current living situation. I am pretty close to my family, so I found it hard at first to live without them, but I would personally recommend trying to find someone you can live with as a roomate if you are worried about feeling lonely. I think it is natural to feel homesick at first, but I adjusted to being without my family after a few months, and my new living situation started to feel like the ""new normal."" I also think you can avoid some homesickness by setting up regular facetime appointments with the people you miss most and thinking ahead to the next time you will be able to visit home.
I have talked to friends who were not as close to their family or were just ready to move on and start a new phase of life, and they didn't seem to find it hard or miss home much. So, I think it just depends on each individual and their situation.",2:50PM September 3
Mentor commented at,"2:44PM September 3 
I am not totally sure about the approved grade 12 course. I think it sounds like it has changed a little bit since I applied. When I applied, they just asked for my grades in specific classes and I entered those into the application. Probably the best thing to do is email someone at the schools you are applying to, just to make sure you entered everything correctly. 
According to UVic's website, if you have yet to submit your application and you have application questions, you can contact a recruiter. Here is the link to the webpage for this https://www.uvic.ca/undergraduate/contact/contact-a-recruiter/index.php",2:44PM September 3
mentee commented at,"9:51AM August 31 
also i was wondering like did you find the adjustment to campus life hard? like i mean being away from your family and home and stuff ...",9:51AM August 31
mentee commented at,"9:49AM August 31 
thank you!!! as fast as the approved grade 12 courses, like it says that you need English 12 which I have of course, but does that count as another approved course in addition to the English 12 requirement or do you need to have a different one??",9:49AM August 31
mentor commented at,"12:59PM August 2 
It looks like the general application deadline is Jan. 31, but depending on what program you're applying for, there might be additional deadlines or supplemental applications. Here is a link to their website that shows what the different deadlines are depending on when you start (e.g., September start date) and what program you are applying for. 
https://www.uvic.ca/undergraduate/admissions/application-deadlines/index.php",12:59PM August 2
mentee commented at,"11:50AM July 30 
yes, that's a great idea!!! i will do that!!!
what do you know about application deadlines for Uvic??",11:50AM July 30
mentor commented at,"12:15AM July 18 
That's great to hear that you have a lot you would like to acomplish this year! I think prioritizing sounds like a great strategy. I really like writing lists. If it feels overwhelming, maybe you could try writing your goals down on a piece of paper and ranking them by importance :)
When I was applying to university, it felt daunting before I started, but I was surprised how easy it was to do online. If you have any questions about it, feel free to let me know!",12:15AM July 18
mentee commented at,"5:38PM July 14 
i'll try to be a bit more detailed later!!! today has been crazy!!!!",5:38PM July 14
mentee commented at,"5:37PM July 14 
Thank you for being so understanding!!!
I am not too sure yet about plans for this next year... they are a bit loose at the moment. I think i am still processing that I actually graduated lol!! I definitely have a lot of goals but I need to figure out which ones I want to prioritize and work hard towards since there is a very long wild list. 
I am considering getting another job, but I have to decide where...
I know I need to apply for universities and stuff soon so that I will be able to start in Sept 2024...",5:37PM July 14
mentor commented at,"2:55PM July 13 
Hi Nicole! No need to apologize!! You can message me anytime that's convenient for you. I want our chats to feel fun and convenient :)
Congratulations on graduating! You should feel very proud of all of your hard work and diligence. I am excited to hear about your next chapter. 
I am happy to hear that you want to continue working together! We certainly can for as long as you would like. 
Do you have any plans or goals for your gap year that you have been considering?",2:55PM July 13
mentee commented at,"11:21AM July 10 
Hi i am so so so so so sorry I keep meaning to msg you back but life has been crazy and I have the memory of a goldfish!!! 
I graduated!!!
also I really would like to keep working with you if that is possible as I am taking next year as a gap year to figure out just what exactly I want to do!!",11:21AM July 10
mentor commented at,"2:28AM May 13 
I am traveling in France and Spain! It has been a lot of fun!
That totally makes sense! It's always stressful to make such a big transition. You never know what the next chapter of life will be like, but I have found that for me, and most people I know, graduation and starting college/university turns out to be a really good experience. 
That sounds great! I will unlock it above. You should now be able to click on it and see the module, but let me know if you have any issues accessing any of the content. We can discuss the module by clicking on the link to it above, and then scrolling down to the text box for the module.",2:28AM May 13
mentee commented at,"7:42PM May 10 
that's great!! travelling is my favorite. where are you visiting? 
I am not sure how to feel!! i am excited about graduation, but also kind of anxious as it means a lot of change. lots of mixed feelings but i think they're mostly positive... :) 
do we want to start with 'career exploration'? i just feel like it is quite relevant to where i am at right now!!",7:42PM May 10
mentor commented at,"3:41AM May 5 
I am actually already on my summer break! I am currently traveling and then I will go back home to work the rest of the summer. Are you looking forward to the end of the school year?
I believe at UVic you are guarunteed a room the first year, but then when you're in the 2-4 year, you can apply but might not get a dorm. I think most students just end up living near by campus in their second year with some roommates in a rental apartment. 
 
okay that sounds great! You can just let me know which topic interests you most, and we can start with that one. If you need a recommendation, I like the self care module a lot. Basically, each module just provides some info that we each read or watch (if it's a video), which is a good jumping off point for us then to discuss the topic together.",3:41AM May 5
mentee commented at,"10:51AM May 1 
yes!! I have been super busy with school and work and everything has been kind of hectic lol. that's exciting, you are off for the summer pretty soon?? 
okay that is awesome about the roommate thing. do you just live in the dorms for first year and then you have to move? 
and yes we can absolutely start working on the modules!! I am not fully sure I understand how it all works but let's give it a try",10:51AM May 1
mentor commented at,"9:58AM April 26 
Hi Nicole,
I am good! I have just been wrapping up my last semester at UVic! I hope you are doing well too. Yeah, I think one question at a time is a good plan! Smart thinking. Also, no need to apologize for taking a while to respond :) I am here whenever you have the time. There's no pressure if you're going through a busy time with life or school. 
Yes! When you apply to live in residence at UVic, you can put down the name of someone you want as your roommate. Just note, they also have to put down your name when they apply as well. 
Let me know if you would like to work through any of the modules together, and I will unlock one. Otherwise, I am happy to continue just chatting if you don't have any specific modules you would like to do!",9:58AM April 26
mentee commented at,"2:39PM April 23 
hi Rachel!! 
you don't need to apologize for taking a long time to respond because I am the absolute worst at doing that. I am so so so sorry I haven't msged for so long. I hope you're doing well!!! 
I am not going to ask so many questions all at once because then it becomes overwhelming for me to respond!!! 
when you apply to like live on campus in dorms, can you request a certain person to be your roomate? My best friend and I want to room together!!",2:39PM April 23
Mentor commented at,"9:51AM March 27 
I think the biggest difference between teachers in high school and university is just that there are a wide range of professors. Some can seem a lot like a high school teacher--very nice and wanting everyone to suceed, whereas other professors might seem more intimidating and might not seem to care as much about trying to help students or provide help/flexibility on assignments, attendance, or other things, but I think, in general, if you reach out to a prof, they are going to be pretty helpful, kind, and respectful (if you show respect to them). Office hours are usually set up weekly in each class which is a great time to get help with class content, and your profs should always be willing to provide more explanation/examples if you attend the office hours.
There is some mental health support, but they tends to be some issues with it. For example, there can be a waitlist of a few weeks to speak with a counsellor and the appointments can be short (e.g., I think they tend to be booked for 20 or 30 min), but I have noticed since COVID, my school has tried to set up more supports (e.g., connecting to a peer or online/phone services). UVic has a wellness centre where I think they would be pretty good at provide more information about the available programs/supports. They also have nurses there that can perscribe certain medications and possibly refer a student to a doctor for a more complex mental health difficulty.
The food is cafeteria style in the dorms, but there are also other food outlets that are more just like a deli/coffee shop/restaurant. For example, I think some serve pizza, others have tacos/burritos, there is a Starbucks, etc. I think it's pretty good, but I have heard that some people don't like it after a while when you have to eat it everyday. The price of the meal plan is included in living costs if you live in residence.",9:51AM March 27
Mentor commented at,"9:31AM March 27 
It's good that you're starting to think about post-secondary education! There are definitely pros and cons to university vs college. I went straight to UVic rather than going to a 1- or 2-year college first, and I really had a good experience and enjoyed it, but I think college would also provide a great transitional step (for academics and social life) so starting university wouldn't feel as jarring as it can as well as a good way to save money on tuition (I think).
Applying to post secondary can seem very overwhelming at first, but once you get into it, a lot of schools don't actually require too much from you. For example, I think when I applied to UVic, the main part of the application was just entering in my grades and sending in my transcript. I think some schools might allow you to apply now and defer for one year. Every university/college would probably have a different policy about this and you could probably find out about it on their website or by talking to an advisor at that school.",9:31AM March 27
Mentor commented at,"9:19AM March 27 
Hello Nicole!
I hope you had a good Spring Break and trip to Cali! At UVic, we don't really have a Spring Break, but we do have Reading Break which is a one-week break that is usually lumped in with Family Day, so it ends up being in February about half way through the second semester. The first semester runs from Sept - Dec, then the second semester runs Jan - April. Students only usually need to be in school for those two semester each year, but there are also a smaller selection of classes offered during the summer (May - Aug). There is usually a break of 2-3 weeks between semester one and two, Reading Break, and then another break after the second semester if you are taking summer classes.",9:19AM March 27
Mentor commented at,"10:24PM March 26 
Hi Nicole! 
Sorry I forgot to respond to your messages sooner! I have been helping with UVic's student elections the past few days, so I have been running around a bunch and trying to balance it with my school work. Thank you for your messages!! I will respond to them in the morning if that's okay :)",10:24PM March 26
Mentee commented at,"3:48PM March 23 
that sounds good about the support. yes I am usually very engaged and i love to be involved and try to fully understand concepts as best i can. what differences do you find with like professors vs high school teachers? are they scarier?
what about emotional support? I have struggled with my mental health a lot during high school, and although i'm doing much better now I was just wondering what, if any, mental support there could be at uni if a student needed it? 
so the food is like a cafeteria style? it is included in the tuition if you get a dorm right...",3:48PM March 23
Mentee commented at,"3:42PM March 23 
I haven't done any post secondary applications yet, actually the whole idea is super overwhelming because i don't even know where to start!! I think i've already missed a bunch of deadlines and im not sure but it's so confusing to me . i have to do some scholarship applications soon though... 
high school has definitely been a long go, i've had to take an extra year to finish for a few reasons but mostly because I have bad time management skills :/ graduating is scary but I am excited at the same time, and i think i feel the most ready that i've been yet!! 
because I am thinking to take next year as a gap year, i was hoping that i could somehow like secure a spot or whatever get accepted into but like start the program in 2024. I think that is possible... one of my teachers said they do that but i really don't know... 
I am also trying to decide if i want to go to a smaller college first before going to uvic.. ahh I don't know!!",3:42PM March 23
Mentee commented at,"3:35PM March 23 
hi!! I am so sorry for not responding for a really long time. i've been on vacation in california for the past few weeks so school-related topics haven't been on the top of my head!! i also intended to respond much much sooner but sometimes i have the memory of a goldfish. I hope you're having a good spring break! that is actually something i'm not too sure about... do you have the same normal break schedule as like grade school? like winter break, spring break and then sept-june?",3:35PM March 23
Mentor commented at,"12:51PM February 28 
I wanted to mention, you have thought of some really good questions, but also, there's no pressure to come up with a long list if you can't think of everything at once. You can always just ask me things anytime you think of them :)",12:51PM February 28
Mentor commented at,"12:49PM February 28 
Awww maine coons are super cute! I'm jealous :p
As far as feeling out of your comfort zone in the gym, my best advice would probably be to find a friend to go with who already has a weightlifting routine. I would just ask them if you can come along and try out their workout. This way you can watch them do all the machines/exercises before you try them out. I also wouldn't be too worried about looking new. Although it might feel awkward at first, no one would really notice or think anything of it because everyone was a beginner too at some point.
I do think there is a lot of support at university, but I think you kind of have to seek it out more. For example, you might have to go out of your way to attend a professor's office hours or plan in advance to set up an academic advising appointment, but once you do connect with the right person, the staff is super helpful. I have found almost every professor I have talked to to be super nice and helpful. For the most part, they want to see you suceed, and (as long as you respect their time and look engaged/interested) they will try their best to answer all you questions and explain concepts well.
I would say the food is pretty good. Some of it might not be quite as good as a nice restaurant or like your family might make at home, but there a lot of good options. For example, there are different dining halls with different menus each day, and there are also a bunch of different food outlets throughout campus that have the same thing each day (for example, pizza, sandwhiches, wraps, tacos, breakfast food, sushi, etc.). There is also a Startbucks on campus if you're into that.",12:49PM February 28
Mentor commented at,"12:32PM February 28 
I think there can definitely be an adjustment to the ""adulting,"" but I have noticed that, for most people I know, it really doesn't take that long. Once you figure out a routine and how to do everything, it starts to just feel normal. I think the adjustment also depends on how independent you are in highschool. For example, if you already take care of your own schedule, laundry, cleaning, exercising, etc., you probably won't find things to be too different. Also, everyone in first year will be in the same boat as you at first, so you can lean on others for help or advice, and no one will expect you to have everything figured out right away. 
As for time management, I found I got a lot better once I went to university since it gave me, like you said, frequent deadlines and pressure. I also found it was pretty easy to motivate myself to get work done once I had a goal in mind of what I wanted to do with my life. I finally felt like my grades really mattered and the stuff I was learning would help me get to where I want to be in life.
That's amazing that you're finishing up grade 12! Congrats! I found high school felt like a really long four years, but it's great that you can now look forward to some new and exciting changes in your life. Have you completed any post-secondary applications yet?",12:32PM February 28
Mentee commented at,"10:00PM February 27 
that's so cool!!! I have two cats, both rescues and one of them is a maine coon so he's very large and fluffy :) 
it would be really cool to get into lifting, especially if there's a great facility to do so. i wouldn't know where to start tho lol which might be embarrassing!!
do you find there's a lot of support at university? like aside from your friends and family... from your professors and other school staff?
this might be a silly question but i love food and i was just wondering how good the food is... 
im really tired right now haha so i don't think my brain is doing all that well thinking about university :)",10:00PM February 27
Mentee commented at,"8:24AM February 26 
I have the sense that university involves way more ""adulting"" but not fully on your own sort of thing. Truthfully I really struggle with time management, getting assignments finished in time and that sort of thing... but I do perform quite well under pressure so maybe having constant deadlines might help! 
I'm finishing up grade 12... graduating this June!!! which is super exciting and at the same time terrifying!! 
I am just at the ferry right now and i'll respond with more later today :)",8:24AM February 26
Mentor commented at,"3:52PM February 23 
Oh wow! We have so much in common. I love cats too. My sister has two cats, and I absolutely love spending time with them. I also used to roller skate all the time. Me and my sister would spend hours rollerskating around our drive way after school and on the weekends. 
Maybe you can try out weight lifting if you come to UVic. There's a new athletics building here called CARSA that I think was built in 2015. It's super nice and has a huge weight centre.",3:52PM February 23
Mentor commented at,"3:42PM February 23 
Oh, that's good that you live near by! I think it will be nice to be able to visit home on your long weekends, if you attend UVic.
I would say there are a lot of things that are different. Compared to where I went to highschool, it was a huge change. First of all, I really enjoyed being in University a lot more than high school. You get to feel like an adult where you take control of your own schedule and responsibilities. For example, no one is going to try to track you down if you skip a class or don't hand in an assignment. Although this is nice to feel in control, you also have to be a bit more diligent about making sure you know when all your due dates are as usually, you are not allowed to hand in assignments late or re-take exams/tests. But regardless, I found that this was a really positive change. I am a pretty independent person, so by the end of highschool, I started to feel really bored and tierd of the environment. 
Can I ask you what grade you're in right now?
Another thing that is different is that there are a lot more people. For example, in every class, there could be up to a few hundred people, and most of the people in each class will be new. This can make it a bit hard to make friends if you rely on talking to people in your classes to find people to socialize with. 
As far as the difficulty, there is a lot more information that you need to learn in each class, but there are fewer class hours per week, so there is more time to spend outside of class studying and completing assignments. Although it might feel like a big adjustment when you start, over time, you can figure out how you learn and study best, and things will start to feel pretty easy by the third and fourth year. I find it's also very important to get good at writing down all the assignments and tests and managing your time well so that you start well in advance for all the due dates.",3:42PM February 23
Mentee commented at,"6:16PM February 20 
hi Rachel!!! 
it's so nice to meet you too!! :) 
I live on the sunshine coast which isn't too far away... two ferries!!
I have lots of questions about being a uvic student!! literally everything, i'm not sure how it works!! is it a lot like high school but way way way bigger with way more people? is it harder? like a lot harder?? a few just to start lol... 
I liked to do a lot of different things in my free time ... i used to do a lot of dance, and i like to read, cook, hike, draw/paint, digital art, roller skating, all sorts of random stuff!! that's cool that you play golf and tennis!! I have played tennis on and off for almost eight years... it's a super fun game. that's also awesome you lift weights... I really want to get into lifting and stuff but there is so much to do and not enough time lol. i also love to spend time with my family and friends, and my cat!!! I really love cats.",6:16PM February 20
