Person,Text,Date
Mentor commented at,"2:27PM September 18 
Hi! No worries :)
I definitely know the feeling! How is the new school year treating you otherwise? Are you taking any fun classes?
And I'm sure you will figure everything out just fine! Sometimes it takes a while, and you don't even realize all that you have learned and accomplished. Things may seem overwhelming at first, but before you know it you've gotten used to it! And if you do struggle with it, there are lots of resources at University to help you adjust (ie. mental health, financial literacy, study skills, etc.).
Good work on the extension activity. Parents are definitely a great resource of knowledge! So are friends, teachers, and various resources provided by universities!
Let me know if you have any other questions, and if you want to try another activity! I'm sure you're getting busy now that school is back in session, but I'm happy to continue if you like (no pressure in either direction) :)
Hope you're having a nice weekend!
Mentor
(P.S. are you getting this Monday off?)",2:27PM September 18
Mentee commented at,"6:38PM September 16 
Hello! Sorry again for the late reply, I've been doing a lot of homework nowadays. It seems like my teachers cram everything at the last minute of our classes 😅
Thank you for answering my question, I appreciate it! I feel like everything would be difficult for me in the future, especially since I also got used to living with my parents. But I think I can work it out (hopefully)! I'll probably also have to learn how to pay taxes, get a gist of it at least.
Moreover, here's my extension activity! I hope you have a lovely weekend!",6:38PM September 16
Mentor commented at,"2:37PM September 12 
No worries! Looking forward to hearing from you :)",2:37PM September 12
Mentee commented at,"6:43PM September 11 
Hello! Sorry for the late reply, I'll start on the activity!",6:43PM September 11
Mentor commented at,"9:21AM August 31 
Okay great! I'll make sure it's open :)",9:21AM August 31
Mentee commented at,"2:40PM August 27 
Hello! Yes, I would like to try the ""Well-being and Self Care"" for the last conversation :D",2:40PM August 27
Mentor commented at,"10:59PM August 22 
No worries! I was a little confused about the update too
 
That sounds like a lovely tradition! Keeping it alive wherever you are with new friends (that I'm sure you'll make) is a great idea! 
 
it can definitely be tough adjusting to life away from home, but over time you will find new things that you enjoy. I think there it's good to have a combination of things/activities that remind you of home, and others that are new and exciting.
When I moved from home I definitely missed playing board games with my family, and my parents' cooking a lot. My boyfriend and I found some 2-player games that we really liked. They reminded me of playing games with my family, but we're adapted and became their own tradition. As for my parent's cooking - I got them to send me some of their recipes that I liked and I made them for myself. It was a great way to remember home, and feel closer with my parents. 
 
I think you learn pretty quickly when you leave what you really miss. Sometimes it's not the things you expect either! It's good to get creative with ways to feel connected to home, but sometime you just have to visit and soak it all in during the holidays! Lol",10:59PM August 22
Mentee commented at,"12:48PM August 19 
Hello! I just finished reading the second anchor text.
About the activity (I picked the second one): Movie nights are a very simple yet special tradition that my family still does until now. We would cook or maybe order food and eat them all at once as we watch a fun movie. Of course, as I leave for college, I will surely miss this practice. I think a very good way for me to cope with this ""loss"" is to invite my friends (if ever I find some) and do the same activity - no phones, just food and one another's company!
Furthermore, may I ask how you coped with ""lost"" traditions that you had already grown accustomed to as you moved on to another level of life? I kind of already have an idea adapting to new places, but I just can't imagine doing so without my family's company 😓",12:48PM August 19
Mentee commented at,"7:17PM August 18 
Hello! Yes, it works now! I didn't realise there was an update 😅",7:17PM August 18
Mentor commented at,"10:15PM August 13 
You definitely should! It's a really nice way to camp because you can bring a decent amount of stuff, and paddling can be really relaxing! (a good arm workout too lol)
And good! Happy to help!
Is there another conversation you would like to do? 
 
Hope your weekend is going well!
Mentor :)",10:15PM August 13
Mentee commented at,"11:51AM August 10 
I'm glad to hear that your canoe trip was lovely! I would like to go to one too someday :D 
Yes, I agree that making friends in a new place is very much helpful. They can fill in the loneliness you have for your family! And thanks for answering my question, I'll put your tips down for me to remember in the future!",11:51AM August 10
Mentor commented at,"7:39PM August 8 
I definitely agree with those sentiments. There are so many lovely things about living rurally, but it can get a little boring, especially before you can drive. It's very freeing when you get your licence and you can go places with your friends. 
 
And that's a really good question. I definitely struggled with adjusting to a new place when I moved to Ireland. I think something that really helped was being able to use FaceTime to talk to my family. That had its own challenges thought because they were 8 hours behind me. Luckily I had a friend living in Amsterdam (only a 1 hour time difference) and we FaceTimed a lot. I think knowing someone going through a similar experience helped a lot. You still have your support network of friends and family that you can talk to.
 
It's also important to make new friends where you are living, which can be pretty tough. I would definitely recommend joining clubs or volunteering. Being part of a small group that you see often makes it way easier to make friends - at least in my experience. I really struggled making friends in University because the class sizes were so big and I didn't really have classes with the same people and I couldn't get to know them. If that is the case for you, I would suggest joining clubs for sure!
 
Finding a routine for yourself, and places you like can really help you to adjust too. Whether it is in nature, or a cafe you like, it's important to find places that feel like home and to set down roots. Looking back in my time in Montreal, I really wish I did more of an effort to do this. Right before I moved away I found a couple places I really liked, which made it kind of sad to leave lol. 
 
Hope you had a great weekend. I'm back from my canoe trip now - it was like lovey!
Let me know if you have questions :)",7:39PM August 8
Mentee commented at,"9:17PM August 4 
Hello! I just finished reading the first anchor text of the Conversation.
Anyhow, the following are the three things I like about living in a rural area:
The abundance of nature: Unlike in a city, there is a great abundance of nature, specifically animals, plants, and trees, here that makes me feel really connected with Earth! I also love the way people treat animals with care!
The very little pollution levels: In a city, the land and the sky are often overwhelmed with a lot of pollution. In a rural area though, the sky is very clear and paints very pretty colours!
The various opportunities that help my well-being: Unlike the city where I came from, there are lots of ways I can improve my lifestyle and my well-being here. Going to places like parks surrounded by trees and having peaceful road trips with my family are seriously the best!
The following are the two things I don't like about living in a rural area:
Lesser forms of entertainment: There is barely any place here to go to and have fun, and having to drive to a city to do so is very tiring.
Lesser options: There is a limited range of options available here (like schools, etc.).
Furthermore, I have a question about moving from a rural area to a city. How can one make it less difficult to adjust to a new place (especially with no one to rely on)?",9:17PM August 4
Mentee commented at,"2:27PM August 3 
Oooo, that sounds really fun! I hope you have a great time :)",2:27PM August 3
Mentor commented at,"12:54AM August 3 
Sounds great!  Looking forward to hearing your thoughts.
 
Thank you! We're going canoeing so it should be nice - there's a campfire ban which is too bad, but it's been so hot I'm sure we won't need one lol",12:54AM August 3
Mentee commented at,"8:41PM August 2 
Hello! I'll be starting on the Conversation now. And alright! I hope you enjoy your camping! Have fun :D 
I hope you have a great week ahead of you!",8:41PM August 2
Mentor commented at,"12:54PM July 29 
Yeah I think it's fine just filling in what you know for now. It's so hard to estimate some of these costs.
I just applied for a student line of credit and you need to figure out your budget for them so it is definitely helpful to have some experience doing so. I mostly overestimated everything a little because underestimating might mean I don't get enough money to make things work.
 
I think when you start post-secondary you will have a better idea about your expenses and such. So don't worry if you felt like you didn't really have an idea for some of the categories :)
Let me know if you have any questions or if you want to move to a different section.
Hope you week is going well!
Mentor",12:54PM July 29
Mentee commented at,"8:06PM July 28 
Hello! Thanks for answering my questions, this is my answered activity (although I didn't fill out many boxes for I wasn't given much information about them)!
Hope you're having a great week!",8:06PM July 28
Mentor commented at,"2:48PM July 27 
Hi! 
 
Yes that's okay! :)",2:48PM July 27
Mentee commented at,"1:50PM July 23 
Hello! I have another question about the activity. Is it okay if I don't fill in all the information? I hope you have a great weekend!",1:50PM July 23
Mentor commented at,"2:42PM July 21 
Okay great! happy to help
let me know if you have any more questions! :)",2:42PM July 21
Mentee commented at,"10:40AM July 21 
Hello! Thank you for the ideas and tips, I'll do my best to complete this activity! I hope your week's going well too :D",10:40AM July 21
Mentee commented at,"1:56PM July 18 
Hi! I'm glad to hear you and your family feel much better now! :D
Also, I would like to do the extension activity about budgeting and will start on it soon :) I have a question though, what if I'm not entirely sure on what to put for specific things like residence fees and transit? 
I hope you have a great week!",1:56PM July 18
Mentor commented at,"12:28PM July 17 
Yeah same here! It's definitely a little annoying..
and we're all mostly better now! Most of our symptoms are gone, just a lingering cough.
And it's up to you whether you want to do the extension activity! You can take a glance and see if it's something you think will be worthwhile! Let me know what you think :)
hope your weekend is going well!!",12:28PM July 17
Mentee commented at,"6:02PM July 13 
Hi! It's absolutely okay! A lot of people in my area treat Covid as if it's completely gone, but it really isn't yet. I hope your family gets much better! 
Thank you for answering my inquiries, I now get and understand each of them! Also, do I do the budgeting extension activity?
Hope you have a great week :D",6:02PM July 13
Mentor commented at,"10:53AM July 11 
Hi! Sorry for the late response! My family got Covid and it's been a bit of a mess - we're all okay though!
Reference letters are letters that you get people to write that recommend you for what you are applying for. Usually it's good to ask people of authority that also knows you well - like teachers, bosses, supervisors, etc. If you are applying for a scholarship specifically, it may be a good idea to ask a teacher that you have a good relationship with to write you one. The goal is that they will say nice things about you, so that the committee deciding can get an idea about who you are from a 3rd party.
And I think the main difference between scholarships and bursaries is like you said - scholarships are merit-based (academics, volunteer work, work experience, community service, etc.) whereas bursaries are need-based (you couldn't afford school otherwise). 
 
I may be mistaken about this, but I think you might be able to spend bursaries more broadly, while scholarships are usually just used for tuition. Again, I'm not certain about this though!
Hope you had a nice weekend! 
sorry again for the late response! :)",10:53AM July 11
Mentee commented at,"1:29PM July 6 
Hello! Yes, sports really are fun! And yes, I will surely look at options in my local community :D
Moreover, I just finished reading the second anchor text of this conversation! I just read the different options of financial assistance of the StudentAid BC and was given insight on their differences, eligibilities, and how to apply for each.
I also read the tips for applying for scholarships - the infographic really helped me understand such advice. I have a question about one part of this process: what are reference letters? I've heard of them before, but haven't studied them.
I also have a question about scholarships and bursaries: what is/are their main difference/s? I do know that bursaries are awarded to those who financially need them, but I don't get how they mainly differ from each other :/",1:29PM July 6
Mentee commented at,9:15PM July 2,9:15PM July 2
Mentee commented at,"7:13PM June 28 
Hello! 
From where I live, spring was pretty short :/ We've had countless weather ""mood swings"" throughout the month. I'm just glad it stopped and summer had seeped through :D 
And yes, I'll start reading the anchor point for the conversation :D",7:13PM June 28
Mentor commented at,"6:16PM June 28 
Yeah, me too! We've had a very drawn-out spring where I live - not sure if it's the same where you are. Bring on summer please! Haha
Okay great! Let's go ahead and start that conversation then :) it should be unlocked now!",6:16PM June 28
Mentee commented at,"1:54PM June 28 
Yes, we really are getting nice weather these days! I'm really excited for summer :D
Furthermore, I think I'm ready to move on to another Conversation. All my questions about Post-Secondary Considerations have been answered already :) I'm thinking of moving on to ""Paying for school""?
I hope you have a very enjoyable week and have a great start to your summer!",1:54PM June 28
Mentor commented at,"12:35AM June 28 
Haha! Yes it's definitely confusing at first but it will make sense later! 
 
and yes, we can move on to the next conversation whenever you are ready! Which one would you like to do next? :)
Hope you had a great weekend! Finally getting some nice warm weather these days!",12:35AM June 28
Mentee commented at,"11:20PM June 24 
Hello! Thank you for answering my question, I get it much better now! Even though I didn't entirely get the ""credits"" concept at the first reading, I reckon it's all going to make sense at some point 😆 
Also, if you don't mind me asking, do we just move on to another Conversation right after this one? 
Hope you had a pleasant week!",11:20PM June 24
Mentor commented at,"1:12PM June 21 
Hi!
From what I gather from their website you cannot apply directly out of high school as you need 60 university credits. Most single-semester courses are worth 3 credits (with some exceptions). 60 credits works out to 2 years of full-time school, so you can apply after 1st year on the condition that you complete your second year of studies before starting the program. 
Of that 60 credits, 24 are required prerequisits to get into the program, which include:
- University Level Human Anatomy and Physiology (6 credits):
HHSC 111-4 and HHSC 112-4, or HHSC 105-3 and HHSC 305-3, HHSC 306-3, HHSC 325-1 and HHSC 326-1 or equivalents are recommended. Human anatomy and physiology courses must include a lab component and be completed within 5 years prior to the semester of admission.
- University Level Microbiology (3 Credits):
HHSC 110-3 is recommended. Microbiology courses relevant to Human health must be completed within 5 years prior to the semester of admission.
- University Level Statistics (3 credits):
STAT 240-3 is recommended. Statistics must be completed within 10 years prior to the semester of admission.
- University Level Social Sciences with Peoples and Cultures content (3 Credits):
ANTH 213-3 is recommended. Social Science courses dealing with people, languages and cultures must be completed within 10 years prior to the semester of admission.
- University Level English (3 Credits):
One of ENGL 100-3, ENGL 102-3, ENGL 103-3, ENGL 120-3 are recommended or a higher-level transferable English composition course.  English composition courses must be completed within 10 years prior to the semester of admission.
- University Level Indigenous Studies (3 credits):
FNST 302-3 First Nations Health and Healing is recommended. Indigenous Studies courses must be completed within 10 years prior to the semester of admission.
- University level Psychology with human development, behaviour and/or cognition content (3 credits):
PSYC 101 is recommended. Psychology course work must be completed within 10 years prior to the semester of admission.
 
Another 24 of those 60 credits must be 200 level courses (which means 2nd year courses... 100 = 1st year, 200 = 2nd year, 300 = 3rd year, etc...). This leaves you with 12 more elective credits to complete as well. It is also important to make sure that all these courses are transferable to UNBC (but if you go to school in BC, they usually are), and you can check this using the BC transfer guide. You also need to have at least a 'B' average in those 60 credits to apply. 
 
That might seem a little overwhelming as a highschool student, but it is definitely doable! What is nice is that you can get these credits at a college or a universtiy! Many people like doing the first 2 years at a college because it can be an easier transition - the class sizes are smaller, the college might be closer to home (meaning you could live at home), the teachers have more time to help you, and it can be easier to meet people and make friends. University has its benefits too though - they are often located in bigger cities (more to do when you have time off), they might have more resources and clubs, you might not need a car, and you don't have to transfer after 2nd year (if you don't want to). 
I hope that all makes sense! Let me know if you have more questions! :)",1:12PM June 21
Mentee commented at,"10:34PM June 20 
Hello! Thank you for answering my question about the program, I get it much better than I did before. I have another question though about the Northern BScN program in Fort St. John. Can one directly from high school apply to it?
Moreover, thank you for providing me insight as to how I should approach any heavy work in the next school year, I'll keep all your advice in mind! And you're totally right, once one gets the hang of something, that certain something won't be as scary as it looked before!
I hope you have a pleasant week :D",10:34PM June 20
Mentor commented at,"6:18PM June 19 
Hi!
I think Nursing is a great program! We always need more nurses. It's too bad thought that ophthalmology is so expensive (I personally think that school should be free - especially health-care fields).
I think that the collaborative program is set up so that students at College of New Caledonia and Coast Mountain College can get a Nursing degree without having to go to university. Colleges can't have nursing degrees on their own, so they collaborate with Universities - which basically means that the students will graduate with a UNBC nursing degree, even though they didn't actually go to UNBC. My local college has a similar agreement with UVIC. 
It also looks like the Northern Collaborative BScN is offered out of Prince George, Quesnel, and Terrace, wheras the Northern BScN is in Fort St. John. As for the actual curriculum - I imagine it is very similar to Nursing programs offered by other schools. I hope that answers your question! Let me know if you have any others.
As for managing difficult subjects, I think a big thing is time-management (which is often easier said than done). I also took as many as I could in grade 11/12, so I've been there. From what I remember, doing my best to stay on top of homework helped. I definitely wasn't perfect though - I once finished writing 4 physics lab reports in 15 minutes before handing them in. It was right before winter break and I was stressed about it all break. I got 41/80 (which I think my teacher just passed me to be nice haha) but I asked him if I could redo them and he let me, so it worked out in the end. 

It's also important to ask for help if/when you need it. There is no shame in getting a tutor, or getting help from your teacher or a peer in the class. If you have friends in your class you can try studying together too. Sitting at the front of the class (if you are able to choose) can be helpful too. It is a lot harder to be distracted near the front - and it's a step that takes very little effort, but might make a big difference. 
I think that you have to approach the subjects a little differently too. Physics is more like math in that you might need to work through the problems a few times before you understand - but once you understand, you can easily apply it. Biology is more memory based though - and being interested in what you're learning can really help in my experience (and I did go on to get a Bachelor's Degree in Biology). Chemistry is somewhere in the middle of the two, and both skills will help.
It can be a lot of work taking many science courses at once, but I am sure you can do it! Remember to try to keep some balance in your life too, and find time for self-care. I think once you're in the thick of things it won't be so intimidating anymore.
Hope you're having a restful weekend :)",6:18PM June 19
Mentee commented at,"9:14PM June 17 
Hello! Regarding what I would like to pursue education-wise, I was thinking of taking a Nursing program. Although I was also thinking of maybe getting a career in ophthalmology, I disregarded the idea given the amount of expenses required for the pathway.
Anyhow, I just finished reading the anchor point of Post-Secondary Considerations. In the BC Education Planner, I searched for 'registered nurses'. Attached are schools with programs for this career path.
I researched where all these schools are located, just so I could see whether or not these schools are far from where I live, and UNBC is the only school near me. I was wondering how their Northern Collaborative Baccalaureate Nursing Program works?
I was also wondering if you could give me any tips as to how to manage difficult subjects? I'm about to be in the 11th grade in a few months, and I took up all the science classes my school offered. I'm worrying whether or not I can actually do it :(
Anyhow, I hope you had a great week! Thank you :)",9:14PM June 17
Mentee commented at,"1:32PM June 11 
Hello! My week was filled with lots of cramming, especially in my clay projects :/ Nevertheless, I hope you had a nice week too! 
Thank you for opening the conversations! I would like to start with Post-Secondary Considerations :D",1:32PM June 11
Mentor commented at,"11:53PM June 10 
Okay I think I opened all those conversations up! Let me know which one you would like to start with! :)",11:53PM June 10
Mentor commented at,"11:50PM June 10 
That's a great point! And being adaptive is a great skill to have for life too.
I'm glad that it resonated with you! I can definitely relate to my own thoughts keeping me awake. My partner falls asleep almost instantly and I'm so jealous of him haha. Meanwhile I'm overthinking some trivial thing from years ago! Haha
Those topics sound great! I'll make sure they're open and we can start wherever you like. :)
And that sounds great! I will try my best to reply promptly on the weekends so we can have a nice conversation flow. 

hope you had a lovely week!",11:50PM June 10
Mentee commented at,"8:53AM June 7 
Hello! Nice to meet you too! 
Yes, adapting was a major obstacle for me. But I believe that such challenges make life life. And yes, I'm really grateful I had met my friends! 
Your favourite quote is really inspirational, given how I worry about tonsss of school-related stuffs too! I often stay up at night and worry about these countless (often unimportant) things 🥲 Nevertheless, I'll surely remember your advice! 
Moreover, I'm interested on the following topics:
From rural to urban
Paying for school
Post-secondary considerations
Well-being and self-care 
Since my school ends in about three weeks and I have a few schoolwork to do, I could chat anytime throughout the week! But to be sure, Saturdays and Sundays (afternoon) work best for me!",8:53AM June 7
Mentor commented at,"7:56PM June 6 
Hi Mentee! Nice to meet you.
My name is Mentor! 
Moving to a rural area from the city must be a pretty big change for you. I grew up rural but have since lived in the city for school and it was definitely a huge change for me. I'm glad to hear that you have made new friends - I know that it can be tricky (especially when moving to small towns). Having a good support network is so important!
I really like that quote too! It is true that there is a lot to be learned from our mistakes. I think that some people are more adept at doing so. It's definitely a great life-skill to have.
And my favorite quote (although I'm not entirely sure this counts as a quote) is this:

I am definitely someone who worries a lot about things, so I find framing it in this way can be really helpful. If I have the means to change something, then that means I have some control. And if I can't change things, it is sort of liberating to know that it is out of my power. 
I'm really looking forward to getting to know you better! Let me know which conversations at the top interest you and we can get into some of the topics! I am also more than happy to just chat about whatever you like. 
Is there a day of the week/time that works best for you to chat in the future?",7:56PM June 6
Mentee commented at,"12:51PM June 5 
 
Hi there! I’m Mentee, a sophomore in high school. I just discovered this platform and am very new to its structure, so I apologize in advance if I ever get confused or lost in the future. I’m currently fifteen turning sixteen, and this year is about to be my first full year here in Canada! Last year, I moved from a city to a rural area, and adapting to my new lifestyle and surroundings was tough (but fortunately manageable thanks to my family and my newly made friends). For I know almost nothing about the opportunities and options here, I wish to learn them along the way with you!
Moreover, “From failure we learn, from success not so much,” is a quote from the famous Disney movie, The Robinsons, and has been my favourite all-time motivation quote. Whenever I feel unfortunate from whatever defeat I just had experienced, this quote helps me open my mind to the benefit of mistakes — that is, to help us learn. Likewise, I would love to learn what your favourite quote is!
Start here",12:51PM June 5
Mentor commented at,"10:54AM November 16 
Ou yay! I'm so glad it worked well for you! 
 
I find it helps with stress for me too (maybe because my time management is in the apps hands and not my own haha).
and I might steal the nap idea 😂
hope your week is going well,
Mentor",10:54AM November 16
Mentee commented at,"11:18PM November 11 
Hello! It's okay!
I just tried out pomodoro using an app I found on the appstore for my pre-calculus exam, and it actually helped me! When I was using it my study session actually felt stress-free, which is absolutely a surprise given all the stress I always have had when studying for exams. I was able to focus more too because I napped during the breaks I had haha 😂
I'll definitely keep using pomodoro for future study sessions!
I hope you have a great weekend!",11:18PM November 11
Mentor commented at,"3:36PM October 23 
Okay! Strategic Studying is open :)
Looking forward to hearing your thoughts

Studying",3:36PM October 23
Mentor commented at,"7:50PM October 18 
Okay yeah, so I just looked at my emails from the coordinator and they said this back in June:
 ""she’s participating voluntarily, so there are no deadlines or requirements for certain modules.""
So my understanding is that it's up to you! :)",7:50PM October 18
