Mentor ID,Mentee ID,Relation Created at,Response Datetime,Response,Mentor,Category
1047546975,1047541030,2021-10-01 18:52:00,2021-10-06 14:23:00,"Heyy!! :) I agree it seems kind of fragmented, but I think it's just
so we talk about one subject at a time without getting too off track. I also agree that that Ted
talk wasn't what I was expecting, but I really liked it - I hadn't really thought about how
important having a community or connections are to your own success. Ahahah as a fellow introvert, I
relate. I don't necessarily think of myself as a social outcast - I am part of the LGBTQ+ community,
but since I am white and present fem I've never experienced any kind of discrimination that I know
many others of more marginalized groups experience. I am privileged in that way. And 100% I agree
you gotta have grit in order to accomplish things. I think it's so important to not only have the
passion for something but also the determination to see it through. I like how he mentioned that
asking for help is a part of grit too. I think too often the narrative is pushed that asking for
help is weak, but how the heck are you supposed to get anywhere without at least some help? I think
recognizing that others - especially friends and family, and even teachers - WANT to help (at least
the good ones). Like when you mentioned your friends and fam are helping edit your book - editing by
yourself would be a lot harder. I'm always sending my writing to my friends for critiques too.
Sometimes having that fresh perspective is just exactly what you need. And someone else might be
able to open a door for you for publication that you wouldn't have been able to open by yourself.
Okay, I'll stop rambling for now lol. I hope my thoughts don't come across too sporadic, I've had
two cups of coffee today and I normally don't drink caffeine so I'm vibrating as I write this. hope
your day is going well so far :) Ba la la la Stasia",Mentor,"Posts in {""en""=>""Agency in the
world""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-06 23:22:00,"I agree. It's hard for
us to really understand everyones position on stuff like this, which is one of the points of the
video. And true, what would we do without a support to back us up. I wouldn't be anything like I am
now without my parents. I can't even imagine what life would be like if I had nobody to rely on.
Which is kind of the point of agency in the world, you have more freedom but less support. As a
white male, there's really only a very low lying sort of discrimination thats hard to push back
against. It's nowhere near what others experience though, so I'm grateful for that. Ikr! Grit is the
mango to life's milkshake. Essential, flavourful, and orange. Before you ask, the analysis is
completely accurate. On a side note, I've only ever had coffee once or twice, and both times it
sucked. I'm more of a kombucha guy myself; a preference that everone around me despises. Do you have
insta? It's a platform that I certainly check more often than this, if you want to chat on there. Ba
la la Evan",Mentee,"Posts in {""en""=>""Agency in the
world""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-07 13:35:00,"I can't imagibe my life without support either! I'm definitely
only who I am now because of people who have helped me. Although, I do think it's still up to us to
have the determination to grow and change, even with others' help. There are some people who get all
the help in the world, but they don't have any determination for themselves, so they never really
get anywhere. I think that's the grit part again. You gotta have the mango-y, gritty goodness if you
want a good ass milkshake of life. Oooo kombucha! A man of culture I see. And no, I shall not
apologize for that pun. I've tried kombucha but it really isn't my thing. Is there a specific brand
you like? Maybe I'll try it again. I tend to be more of a tea person, but now with school started
again and more early mornings I've unfortunately gotten back into more heavily caffeinated drinks.
Unfortunately, during the program we're not allowed to share social media, BUT I shall ask and see
if it's alright to share after the program has finished in case we want to stay in touch :) Ba LAAAA
laaa Stasia",Mentor,"Posts in {""en""=>""Agency in the
world""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-08 00:59:00,"Woah Stasia, getting a little aggresive with the ba la la
there. Trying to prove something? I cannot believe you're the first person to say that joke to me. I
say it to people all the time and they never get it. Those fools. You needn't apologize for genius.
Unfortunate about the social media thing, seems like a strange rule, but then again I didn't design
the program. I'm keeping this one short because I need to go back to writing scholarship essays and
getting ahead in classes. I bombed a quiz for the first time in my life, so I figure I might need to
start actually studying for things and getting good sleep and excercise and stuff. It is a wake up
call though to get going. Plus we sort of wrapped up this topic anyways. I'll leave the next topic
selection to you, even though I get to choose technically. Feeling a bit rebellious today. Ba la la
Evan",Mentee,"Posts in {""en""=>""Agency in the
world""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-08 14:58:00,"Hahaha something in me just needed to do an extra loud ""LA"". Aha
really?? The fools! They aren't on our level. Awe I'm sorry about your quiz, that's happened to me
before too. I always remind myself that it's just one bad grade though, it doesn't define you.
Although it seems like you're already looking at the positives and making some good choices for
yourself :) Getting a good sleep is one of my main priorities right now too! OOOO my choice.....
let's do the ""finding inspiration"" one. It seems like a fun topic. la la ba, Stasia",Mentor,"Posts in {""en""=>""Agency in the
world""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-08 15:14:00,"First off, I think this photo activity is such a cool thing! Just to see
how everyone had such different responses and ideas is so cool too. I could see teachers doing this
in a creative writing class - and I'd be one of the students all over it haha. I really like what
the first speaker said - about if you are partaking in creation, you have intention. Sometimes when
I go to write - especially poetry - I don't necessarily have an intention I can put into words, but
I just feel like I NEED to write. And then after some playing around with words, something will
emerge that I latch onto and can write an entire poem from. I think it's interesting how you can
have that intention without even knowing exactly what it is, it might just be a fleeting feeling,
but something in you is like I GOTTA GET THIS OUT and create something. I love the process of
creation - I like losing track of time because I'm so focused on creating. At times like that it
really makes me feel like this is what I'm MEANT to be doing. Do you ever feel like that with
writing too? Or is your process different when deciding to write? :) Ba la la, Stasia",Mentor,"Posts in {""en""=>""Finding
Inspiration""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-16 00:33:00,"I have to tell you, there isn't really a great excuse for why I haven't written.
But don't worry, I didn't just do it to you. Sometimes I just fall out of contact with people for a
couple of weeks at a time. I really do enjoy our talks, I just messed this one up. I'm typing this
out right now with my dog going nuts beside me hoping for food, and I can't feel my mouth. Man does
getting wisdom teeth taken out suck or what. Anywho, I don't neccesarily agree with the idea that
intention MUST be a key component of creation. Creation, at it's most base form, is giving life to
something, putting a piece of yourself into it. That doesn't translate into needing a specific
intention. Take a doodle for example. It's a creation, yet you likely had no intention behind it
when you started. This example could be called the lazy method. It's so small and inconsequential,
that intention is not needed. Makes sense. You don't have to put effort into it, so there's no
investment. I would argue that larger projects like books could be created without intention as
well. Personally I just let it go. (Yes I'm legally intoxicated from getting the teeth done and am
watching Frozen.) While I had the intention to finish the project, I would discount that as
irrelevant to our point. I felt the need to write consistently almost to the point where it ached,
so I did. Mostly on a paragraph by paragraph basis, without an overall driving goal or desire. (That
came back to bite me in the ass on the editing stage.) It is a bit tricky to continue a cohesive
large scale project without intention, but is by no means impossible. Now my teeth hurt, I have ice
cream to eat, and I must unpause Frozen. As much as I love our scintilating conversations, I must
depart to better things. Onwards and upwards as they say. Don't feel bad. It's hard to compete with
Frozen and ice cream. Ba la la la Evan",Mentee,"Posts in {""en""=>""Finding
Inspiration""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-18 23:48:00,"Heyyy!! It's no problem, the great
thing about this program is that we can take our time to reply :) Oooooo I'm going to be getting my
wisdom teeth out in a couple weeks and I'm a little nervous. But at least you do get to eat tasty
things like ice cream! I live with my aunt and uncle but my mom is going to drive 5 hours to come
hang out with me for a few days while I recover &lt;3 So I'm going to treat it as a vacation. Also,
I can't believe you paused Frozen just to reply to me. I feel honoured - I don't think I'd have that
same strength of will! Although, I did pause on a particularly cliff-hangy episode of a show to
reply to you, so you should feel special too lmao. :) I really hear what you're saying and I
appreciate your point of view! Creating soemthing is like gicing life to it and giving it a little
piece of yourself. In one of my classes today the professor talked about how what you create/your
content is like a representation of you. You created it and it is like an extension of yourself. And
because you're alive, it becomes alive in a way too. Also, I like what you said about feeling the
need to write until it ached. It's really cool to talk to another writer, because I feel like you
just GET it. I'm glad they paired us up. :) Were there other parts of the video that you perhaps
related to more? Or do you have an entirely different approach when it comes to finding inspiration?
I'm always curious about peoples' process. And sometimes I get inspired by other peoples
inspiration. Whoa. Inception-spiration?? Ba la la, Stasia",Mentor,"Posts in {""en""=>""Finding
Inspiration""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-19 23:28:00,"First off, I have
to say this before continueing, Inception-spiration will never be acceptable here. I just won't
allow it. Some word combinations were never meant to exist, and that one crosses a line. Moving on
from that, I do feel honoured that you paused a show for me. It's actually kind of a good feeling to
know somebody stopped doing something they enjoy doing because they value somebody elses
time/company. Company might not be the right word for it, but you know what I mean. I'm watching
malificent rn. The wisdom teeth aren't that bad. Unless... You're a moron like me and rip out one of
your stitches. Then that really sucks. Long story, involving me being stupid, numbed, and being on
somewhat of a contact high. That sucked. Anywho. Yes the ache. I'm getting it myself rn actually,
but I need my dad to finish proof reading this manuscript befor I start another. Otherwise it's a
bit too much. Authoring am I right. Paired up nicely. Inspiration comes pretty randomly. I don't
have crazy OMG moments where I see a flower and spot the shape of the universe. Rn when I see
something cool I just mark it down as a note. I would keep on talking but malificent is still
playing and people are around me talking. I should probably get back to socializing, but you were a
nice break. I swear, my friends are a collective three years old. With maybe two brain cells between
them. Ba la la la Evan",Mentee,"Posts in {""en""=>""Finding
Inspiration""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-20 21:12:00,"Hahahah well I was going to write just
""Incep-spiration"" instead but I was worried the connection wouldn't be clear enough, does that word
sound better? I agree Inception-spiration is pretty ugly to look at haha. And yes! It is a good
feeling. Damn are you on a Disney marathon? I respect it! I was writing an essay but I think I've
done all I can for the day so Imma table it for tomorrow. Oof, that sounds painful! I'll really try
not to do the same, but if I do at least I know I'll have someone to talk to who understands the
pain. I hope you're feeling better now! I know what you mean about trying to finish one thing before
starting another! Unfortunately, that doesn't seem to stop my brain from attempting it anyway. I
have way too many projects on the go, but I'm going to try to focus on the one I'm most excited
about once I'm done my last shift at work. Nice!! Do you have a notebook specifically for notes? I
use a notebook to record little thoughts, observations, drafts, quotes, really anything that
inspires me or even if I just feel like writing about my day. I find it really handy to have
something to go back to to revisit old ideas or a promising draft. Hahaha your friends sound like a
lot of fun. And I mean, sometimes it's entertaining to be around people like that - or be a person
like that yourself - and just have a break from life. :) Ba la la, Stasia",Mentor,"Posts in {""en""=>""Finding
Inspiration""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-21 22:46:00,"The disney never stops. Or movies made for kids about 5-10 years younger than me in general. Heh
funny you ask about notes. I recently upgraded from a paper butterfly to a notebook. I made this
cool looking paper butterfly in one of my classes and drew up the draft of my next planned novel on
it. Unfortunately it's full of writing now, so when I recieved a notebook as a gift, I thought to
use that instead. Mostly though I just log onto the docs for the next novel and put stuff on that. I
have a friend who has too many projects on the go right now, and she's never going to finish any of
them. But hey, that's life I suppose. I prefer to take it one at a time until it's done. What do you
think about starting up the next converesation? Am I supposed to do some kind of associated activity
to go with this? What is going on? What am I doing? With that in mind. Ba la la la Evan",Mentee,"Posts in {""en""=>""Finding
Inspiration""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-23 14:41:00,"Dude I feel that! Two of my favourite movies that I still watch when I'm in need
of some good vibes are Wreck-It Ralph and Big Hero Six, even though they both came out when I was
definitely too old to be the target audience. But who cares, as long as we're enjoying them right!
They both make me cry every single time though... And that's dope about your new notebook! A paper
butterfly, that's so cool. That'll make a nice keepsake too :) Sometimes we gotta use what we gotta
use. I have several napkins with frenzied writing all over them that I still keep. I think there is
a solo activity for you to do if you want or if your teacher asks you to - I would double check with
them if you're unsure. :) Since I picked this topic, how about you pick next? I can unlock it once
you choose. I also just wanted to let you know that I might be a little slower in replying the next
few days because my cat Misha is having some very serious health problems and it's going to be time
to say goodbye very soon. I just wanted to let you know in case I accidentally go a few days without
replying, but I'll try to be as on it as possible. Hope you have a great weekend B) Ba la la,
Stasia",Mentor,"Posts in {""en""=>""Finding
Inspiration""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-25 13:40:00,"Awesome about the movies, awesome about the notes. Glad to know
we're on the same page haha. Sorry to hear about your cat. That always sucks to go through:( Hope
your doing alright and take all the time you need. Ooh, picking my own topic, thats a big step up.
I'm truly honoured. How does studying sound? I am actually the worst at studying, and seeing as I'm
about to move into first year engineering, it's probably something I should work on. (Seriously, I'm
really bad at it.) Keeping this one short in anticipation of the new conversation. See you on the
other side. Ba la LA la Evan",Mentee,"Posts in {""en""=>""Finding
Inspiration""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-25 13:40:00,,Mentee,"Posts in {""en""=>""Finding
Inspiration""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-26 20:26:00,"Hey! Thank you :)
She's actually been doing better the last few days, so it might not be time to say goodbye yet! I
was really worried though, it really seemed like the end. She's not necessarily out of the woods
yet, but, I'm much more hopeful now :) Ahh, studying. What a fun topic. But as you mentioned, useful
too haha. I'll unlock that now! See ya on that page, Ba la la Stasia",Mentor,"Posts in {""en""=>""Finding
Inspiration""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-29 22:43:00,"Okay, first off, I think it's so strange that school doesn't teach us this
stuff. Like I had no idea about any of this. I'm one of the worst study people I know to still get
good grades, so this is such a great choice. I thought the idea of splitting up the time that you
use for studying into blocks and jumping between subjects were two particularly cool concepts.
Hopefully I'll be able to employ them in the future. Fingers crossed. Hows life treating you? I feel
like we've been talking about the modules and stuff so much that we haven't really had a
conversation recently. Eat anything cool lately? Find a new song? I'm curious! What do you think
about this study stuff? Do you use the strategies already? Ba la la la Evan",Mentee,"Posts in {""en""=>""Studying ""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-10-31 20:00:00,"Heyyyy!! HAPPY HALLOWEEN !!! THIS IS SUCH A HELPFUL VIDEO. I knew about some of the stuff before,
like how recall is the best way to actually remember stuff, but it's something I learned in year 1
of university in a psychology course. It definitely should be taught at the high school level, I
feel like so mnay kids would do much better in school if they were told about these things earlier!
I agree, switching up the subjects and taking breaks is really important! I sometimes try to go for
a little walk outside in between studying and it really helps just to get some fresh air and let
your brain chill for a few minutes. Life's going alright!! Misha has been doing okay, she's a pretty
stubborn cat lmao and I've just been doing everything I can to keep her comfy and happy. As for new
music, I've mostly just been listening to halsey's new album, I particularily like ""bells in santa
fe"" although it took me a few listens to really figure out if I liked it or not. But it has a sort
of haunting vibe to it that I enjoy. How about you? Any new tunes? Are you doing anything for
Halloween? I'm just spending the night in with my aunt and uncle and probably going to eat pizza and
watch the Voice. I'm pretty jazzed lol. As for a tasty food...I got a drink! My friends and I went
to this orchard/farm in Vernon yesterday that had this bomb ass apple juice and now it's all I
desire to consume lol. Hope you have a chill night!! ba la la la Stasia",Mentor,"Posts in {""en""=>""Studying ""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-11-04 15:22:00,"Happy halloween indeed! It's also my bday on the seventh, and with xmas coming up, this is a pretty
rocking few months for me. Hehehe. WHOO Honestly I'm going to have to start employing some of these
strategies. In chem we're doing solubility equilibriums and it is the largest pain in my ass of
perhaps all time. At this point it would be more less painful to hangout with satan's posse down at
his pad. We got a quiz upcoming tmr, so studying is almost a must. I'll probably go over this video
again while trying to avoid studying. I feel like if I went on walks while studying I would probably
forget to finish tbh. Good to hear about Misha! Stubborn pets are adorable. For Halloween I really
just stayed at a friends place and handed out candy as his mom got wasted with the rest of the
neighborhood's adults. Pretty fun stuff. Watched megamind too. God that movie is a submersive
masterpiece. Okay, so for apple juice, is it better in the winter or summer for you? Contraversial
opinion warning, I like it more in the winter. Cool plus cool oohhhweee. That's all for today folks.
Ba la la la Evan",Mentee,"Posts in {""en""=>""Studying ""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-11-06 16:16:00,"Omg happy early birthday! I hope it's a great one!! :) Do
you have any particular plans? Ahh that chem stuff sounds painful. I only took chem until it wasn't
required anymore. The theory was interesting but all the math? Oh boy. My brain just don't be
working like that. Hope your quiz went okay! Thankfully as an English major I don't really have any
quizzes (only my first year courses did) and this semester I only have one class with a final exam
B) So I won't have to worry too much about studying, it's more projext-based stuff. Which I prefer a
lot more! Megamind is SO good. I actually recently watched that too! It makes me laugh every time. I
love movies like that. I've actually never thought about whether I like apple juice more in the
winter or summer. I feel like it's awesome both times hahaha. But sometimes that cold on cold does
make for a good rush lol! Did you want to pick a new topic? :) Also I just got my wisdom teeth out a
couple days ago so I was pretty out of it there. But today is day 4 post op so feeling on the
upswing now. This no cronchy foods is killing me. I just want to devour everything I'm not supposed
to. But at least the worst is over haha. Ba la la, Stasia",Mentor,"Posts in {""en""=>""Studying ""}"
1047546975,1047541030,2021-10-01 18:52:00,2021-11-09 12:30:00,"HAH WISDOM TEETH
SUCK. Anyways- Nah I just ate wayyyy too much junk food with some friends, and that seemed to work
pretty well for a bday. New topic sounds good! What do you think about well being and self care?
Hope you're doing well Ba la la la Evan",Mentee,"Posts in {""en""=>""Studying ""}"
